,id,name,start_date_local,type,distance,elapsed_time,moving_time,total_elevation_gain,kudos_count,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence
774,4607283698,Morning Run,2021-01-12T08:09:28Z,Run,5426.4,1793,1732,68.0,13,3.133,4.3,165.7,192.0,83.6
775,4605291959,Evening Ride,2021-01-11T18:28:44Z,Ride,0.0,5157,5157,0,8,0.0,0.0,150.3,163.0,0
776,4591724140,Lunch Ride,2021-01-09T12:25:38Z,Ride,0.0,3018,3018,0,4,0.0,0.0,156.1,173.0,0
777,5225885266,Morning Run,2021-01-09T08:27:59Z,Run,0.0,5,5,0,0,0.0,0.0,58.6,59.0,0
778,5225885268,Morning Run,2021-01-09T08:22:12Z,Run,0.0,41,41,0,0,0.0,0.0,70.1,75.0,0
779,5225885188,Afternoon Run,2021-01-08T16:45:50Z,Run,5.8,5,3,0,0,1.933,1.5,77.6,79.0,56.0
780,4590203651,Afternoon Run,2021-01-08T15:56:29Z,Run,4086.0,1701,1419,67.0,16,2.879,4.6,129.3,170.0,83.8
781,4494170947,Morning Run,2020-12-20T08:16:19Z,Run,8218.4,2748,2701,49.3,18,3.043,5.2,0,0,0
782,4483503752,Zoomy,2020-12-17T15:03:26Z,Run,5044.1,1255,1255,15.5,19,4.019,5.5,0,0,0
783,4458656278,Afternoon Run,2020-12-11T15:19:53Z,Run,7049.8,2018,1892,25.0,18,3.726,10.0,0,0,0
784,4428577521,Afternoon Run,2020-12-04T13:18:17Z,Run,3574.8,2893,1459,17.5,9,2.45,4.8,0,0,0
785,4411121592,Morning Run,2020-11-30T09:12:52Z,Run,14025.3,4078,4055,94.4,20,3.459,6.2,0,0,0
786,4387513644,Morning Run,2020-11-25T07:34:04Z,Run,8076.6,2953,2773,89.2,18,2.913,5.7,0,0,0
787,4374889299,People and puddle dodging,2020-11-22T12:15:58Z,Run,16024.3,4817,4770,89.7,29,3.359,8.8,0,0,0
788,4354324591,With hol,2020-11-18T07:32:52Z,Run,9394.5,3385,3276,82.5,16,2.868,5.3,0,0,0
789,4345463835,Little break,2020-11-16T10:46:30Z,Run,4207.5,1369,1366,61.9,17,3.08,5.9,0,0,0
790,4334520913,Disappointing,2020-11-14T07:31:35Z,Run,8333.1,2780,2753,81.4,20,3.027,5.4,0,0,0
791,4327617217,60min Riders Choice,2020-11-12T15:02:42Z,VirtualRide,35712.8,3632,3614,53.0,7,9.882,12.0,144.0,155.0,75.2
792,4321524014,Love autumn,2020-11-11T09:40:15Z,Run,14122.4,4560,4452,200.4,24,3.172,5.2,0,0,0
793,4301681549,1k warm up then 5k pb!!,2020-11-07T12:52:25Z,Run,6073.9,1642,1638,7.6,24,3.708,6.8,0,0,0
794,4290752832,Lockdown turbo,2020-11-05T17:00:52Z,VirtualRide,28831.7,3627,3627,459.0,11,7.949,19.5,135.7,155.0,71.4
795,4284446940,Water session substitute,2020-11-04T10:38:14Z,Run,13084.3,4227,4157,140.5,12,3.148,7.6,0,0,0
796,4272412061,Rainy all the time,2020-11-01T15:40:39Z,Run,7729.2,2542,2525,116.4,11,3.061,5.0,0,0,0
797,4263281020,8 x 600m (ish),2020-10-30T17:55:44Z,Run,5653.0,2288,1442,0.0,6,3.92,6.2,0,0,0
798,4258586853,Freedom!!,2020-10-29T13:29:09Z,Run,10695.9,3769,3589,96.7,13,2.98,6.6,0,0,0
799,4246458529,Afternoon Run,2020-10-26T15:49:24Z,Run,8053.7,2571,2378,70.4,0,3.387,7.2,0,0,0
800,4238222834,Watopia,2020-10-24T17:45:43Z,VirtualRide,35531.8,3659,3616,53.0,8,9.826,12.4,151.0,165.0,78.1
801,4233735100,Evening Run,2020-10-23T18:29:23Z,Run,6147.1,1941,1932,68.4,0,3.182,4.8,0,0,0
802,4229267283,60min Riders Choice,2020-10-22T16:32:22Z,VirtualRide,36383.6,3630,3630,56.0,7,10.023,12.7,147.6,158.0,79.3
803,4220974608,Zwift Academy Road: Workout 1 | Aerobic Power,2020-10-20T17:26:48Z,VirtualRide,20906.4,3611,3611,608.0,6,5.79,24.6,149.1,180.0,86.2
804,4212512872,60min Riders Choice,2020-10-18T16:00:09Z,VirtualRide,35448.4,3619,3619,53.0,6,9.795,11.9,145.4,160.0,69.1
805,4207089067,FTP Test,2020-10-17T15:15:33Z,VirtualRide,34537.7,4431,4392,379.0,5,7.864,21.8,146.9,187.0,71.8
806,4203020771,60min Riders Choice,2020-10-16T16:56:04Z,VirtualRide,32692.3,3622,3622,276.0,4,9.026,22.0,151.0,161.0,66.9
807,4194097210,Afternoon Run,2020-10-14T15:19:25Z,Run,4796.8,1549,1433,91.9,0,3.347,4.9,0,0,0
808,4193542142,Lunch Ride,2020-10-14T11:45:30Z,VirtualRide,34480.9,3621,3621,190.0,3,9.522,13.7,147.4,161.0,67.4
809,4182471744,Pleasant evening,2020-10-11T17:39:07Z,Run,13119.0,4437,4203,142.0,15,3.121,4.9,0,0,0
810,4172830929,5x800m (2-3 min rest),2020-10-09T18:38:33Z,Run,4075.9,1568,989,8.8,7,4.121,6.2,0,0,0
811,4134198838,Evening Run,2020-09-30T18:52:43Z,Run,16142.7,5316,5208,89.4,8,3.1,8.4,0,0,0
812,4124734986,Evening Run,2020-09-28T18:36:34Z,Run,7450.8,2365,2363,91.8,9,3.153,4.5,0,0,0
813,4113576012,Old favourite,2020-09-26T11:01:40Z,Run,8128.8,2397,2350,54.7,15,3.459,5.4,0,0,0
814,4101563127,Afternoon Run,2020-09-23T14:12:39Z,Run,8147.2,2871,2799,110.6,9,2.911,4.5,0,0,0
815,4089261821,🧡Bristol🧡,2020-09-20T18:24:32Z,Run,13152.4,4282,4232,142.4,18,3.108,5.2,0,0,0
816,4074313835,Finally sub 50!,2020-09-17T18:28:47Z,Run,10153.3,2991,2977,52.4,13,3.411,4.8,0,0,0
817,4060055950,Dark,2020-09-14T19:46:34Z,Run,8529.1,2836,2748,85.4,15,3.104,4.8,0,0,0
818,4047305047,Fuelled by cookie for breakfast,2020-09-12T09:56:30Z,Run,8596.5,2773,2551,86.7,12,3.37,6.5,0,0,0
819,4035508448,Tow path,2020-09-09T16:15:12Z,Run,16225.2,6331,5400,167.7,15,3.005,9.0,0,0,0
820,4015149215,Afternoon Run,2020-09-05T13:14:57Z,Run,9540.5,3529,3129,131.9,10,3.049,5.3,0,0,0
821,3997412116,Testing new trainers,2020-09-01T18:37:19Z,Run,11715.9,4024,3776,167.5,19,3.103,5.5,0,0,0
822,3972206173,Morning Run,2020-08-27T09:31:21Z,Run,14811.7,4812,4785,16.8,16,3.095,5.8,0,0,0
823,3964496751,Strong winds heavy legs,2020-08-25T17:21:51Z,Run,8464.0,2916,2869,72.4,12,2.95,4.6,0,0,0
824,3956386614,Evening runs are the best!!!,2020-08-23T19:39:09Z,Run,9995.6,3065,3048,51.8,21,3.279,6.1,0,0,0
825,3934466048,6x1k,2020-08-19T07:33:35Z,Run,6393.1,3004,1926,21.6,15,3.319,5.6,0,0,0
826,3925049066,Getting back on it,2020-08-17T09:08:11Z,Run,7119.4,2349,2322,13.5,17,3.066,5.8,0,0,0
827,3880734266,First light,2020-08-08T06:00:27Z,Run,10751.5,3856,3668,132.6,18,2.931,4.2,0,0,0
828,3871565208,Morning Run,2020-08-06T07:24:08Z,Run,8890.2,2926,2892,94.9,12,3.074,6.8,0,0,0
829,3863881163,To Megève,2020-08-04T18:13:25Z,Run,8086.7,2619,2586,97.8,15,3.127,4.3,0,0,0
830,3854780743,Running in a rain cloud,2020-08-02T18:39:03Z,Run,7025.4,2396,2308,84.7,21,3.044,4.4,0,0,0
831,3813390761,Morning run,2020-07-26T07:26:47Z,Run,5222.7,1983,1809,142.1,18,2.887,4.6,0,0,0
832,3804514168,Steady,2020-07-23T11:28:50Z,Run,11056.1,3653,3605,17.0,14,3.067,4.6,0,0,0
833,3782198896,A bit grey,2020-07-18T20:24:32Z,Run,7278.0,2620,2186,77.5,19,3.329,4.9,0,0,0
834,3770498629,Sunnier than anticipated,2020-07-16T12:57:02Z,Run,6003.8,1910,1881,10.0,18,3.192,4.9,0,0,0
835,3761610486,The best route ever,2020-07-14T16:37:30Z,Run,7001.6,2228,2194,14.1,25,3.191,5.2,0,0,0
836,3735386167,Humid,2020-07-09T09:18:14Z,Run,7731.7,2533,2468,15.7,14,3.133,4.6,0,0,0
837,3726656740,Afternoon Run,2020-07-07T13:41:32Z,Run,6963.9,2374,2276,13.0,13,3.06,4.3,0,0,0
838,3704376246,Very nice,2020-07-02T19:49:52Z,Run,7393.6,2456,2348,69.3,20,3.149,6.3,0,0,0
839,3691833580,Steady,2020-06-30T10:09:52Z,Run,6358.3,2143,2114,26.1,16,3.008,4.4,0,0,0
840,3683761603,Harbourside,2020-06-28T14:19:07Z,Run,7192.4,2536,2442,73.7,18,2.945,5.7,0,0,0
841,3672845872,Finally on the downs,2020-06-26T09:32:29Z,Run,5020.5,1728,1681,19.9,18,2.987,4.3,0,0,0
842,3627824114,UT2,2020-06-17T09:37:42Z,Ride,31700.0,3600,3600,0,9,8.806,0,0,0,0
843,3623850271,UT2,2020-06-16T15:01:49Z,Ride,32200.0,3600,3600,0,11,8.944,0,0,0,0
844,3615098361,Evening Run,2020-06-14T18:12:00Z,Run,6033.6,1769,1766,14.9,18,3.417,5.8,0,0,0
845,3608872249,UT2,2020-06-13T15:55:39Z,Ride,50300.0,5400,5400,0,13,9.315,0,0,0,0
846,3603927507,15x1’,2020-06-12T18:12:16Z,Ride,20000.0,2580,2580,0,15,7.752,0,0,0,0
847,3598787447,Afternoon Run,2020-06-11T17:44:38Z,Run,3523.4,1033,1024,10.1,13,3.441,7.5,0,0,0
848,3598801507,UT2,2020-06-11T16:07:00Z,Ride,50100.0,5400,5400,0,9,9.278,0,0,0,0
849,3593663379,UT2,2020-06-10T16:32:14Z,Ride,31600.0,3600,3600,0,14,8.778,0,0,0,0
850,3589316391,30’ sprint,2020-06-09T18:53:02Z,Ride,18300.0,1800,1800,0,18,10.167,0,0,0,0
851,3583225177,Short and sweet,2020-06-08T16:51:18Z,Run,3482.2,1041,1041,10.3,15,3.345,5.6,0,0,0
852,3583231227,UT2,2020-06-08T15:45:51Z,Ride,32200.0,3600,3600,0,12,8.944,0,0,0,0
853,3579585910,UT2,2020-06-07T17:42:27Z,Ride,60000.0,6491,6491,0,16,9.244,0,0,0,0
854,3568585942,15x1’,2020-06-05T18:30:19Z,Ride,20000.0,2580,2580,0,14,7.752,0,0,0,0
855,3564147714,UT2,2020-06-04T17:48:01Z,Ride,49600.0,5400,5400,0,13,9.185,0,0,0,0
856,3559407569,UT2,2020-06-03T17:55:27Z,Ride,55300.0,6000,6000,0,12,9.217,0,0,0,0
857,3551418999,30’ sprint,2020-06-02T09:53:12Z,Ride,17800.0,1800,1800,0,14,9.889,0,0,0,0
858,3543360625,Evening Run,2020-05-31T18:02:34Z,Run,7875.9,2739,2624,31.7,19,3.001,4.6,0,0,0
859,3537200068,15x1’,2020-05-30T17:21:23Z,Ride,20000.0,2580,2580,0,16,7.752,0,0,0,0
860,3531846326,UT2,2020-05-29T17:36:45Z,Ride,49000.0,5400,5400,0,16,9.074,0,0,0,0
861,3526800985,UT2,2020-05-28T17:39:58Z,Ride,48100.0,5400,5400,0,11,8.907,0,0,0,0
862,3518843043,UT2,2020-05-27T08:38:32Z,Ride,45800.0,5400,5400,0,16,8.481,0,0,0,0
863,3514897032,30’ sprint,2020-05-26T16:16:06Z,Ride,17400.0,1800,1800,0,15,9.667,0,0,0,0
864,3507758554,Botley loop,2020-05-25T08:46:19Z,Run,6395.4,2083,2079,44.4,19,3.076,4.3,0,0,0
865,3505821364,UT2,2020-05-24T18:06:54Z,Ride,47500.0,5400,5400,0,15,8.796,0,0,0,0
866,3494676015,Evening Run,2020-05-22T18:41:19Z,Run,7071.6,2368,2316,37.9,20,3.053,4.9,0,0,0
867,3484005555,UT2,2020-05-20T18:57:33Z,Ride,23000.0,2700,2700,0,15,8.519,0,0,0,0
868,3478139504,Evening Run,2020-05-19T18:22:33Z,Run,4421.5,1630,1587,24.1,18,2.786,4.6,0,0,0
869,3419328294,Chess valley walk,2020-05-08T13:07:18Z,Run,16429.6,12568,12049,123.6,20,1.364,3.3,0,0,0
870,3403150911,UT2,2020-05-05T17:13:22Z,Ride,47800.0,5400,5400,0,12,8.852,0,0,0,0
871,3398058919,Evening Run,2020-05-04T18:16:50Z,Run,12380.8,4396,4224,116.8,22,2.931,5.5,0,0,0
872,3392133566,15x(1 on 2 easy),2020-05-03T16:08:55Z,Ride,20000.0,2580,2580,0,12,7.752,0,0,0,0
873,3384303851,UT2,2020-05-02T10:32:23Z,Ride,47400.0,5400,5400,0,18,8.778,0,0,0,0
874,3381128896,"3x2k, 2 mins rest",2020-05-01T17:55:57Z,Run,6900.4,2468,2008,21.5,19,3.436,5.0,0,0,0
875,3374109292,Not feeling it,2020-04-30T08:32:18Z,Run,7326.9,2509,2455,43.7,22,2.984,4.7,0,0,0
876,3371449942,UT2,2020-04-29T16:35:31Z,Ride,39500.0,4500,4500,0,14,8.778,0,0,0,0
877,3362687435,Exploring routes,2020-04-27T18:18:14Z,Run,10174.9,3963,3696,95.3,30,2.753,4.7,0,0,0
878,3347046390,Hard work,2020-04-24T18:05:04Z,Run,10016.1,3123,3103,22.9,24,3.228,5.0,0,0,0
879,3332651261,Nice jog,2020-04-21T18:05:35Z,Run,11101.0,5041,5039,84.5,23,2.203,4.9,0,0,0
880,3322742750,Sunny,2020-04-19T17:01:35Z,Run,10010.8,3157,3143,43.6,24,3.185,5.2,0,0,0
881,3308601637,Chesham,2020-04-16T18:27:58Z,Run,10460.5,3673,3639,87.8,23,2.875,4.7,0,0,0
882,3296576552,Morning Run,2020-04-14T09:00:27Z,Run,5000.8,1481,1473,14.7,23,3.395,5.6,0,0,0
883,3290457650,Rare sibling run,2020-04-12T18:03:02Z,Run,6360.3,2510,2396,32.9,21,2.655,3.9,0,0,0
884,3280907519,A proper 10k,2020-04-10T17:35:16Z,Run,10007.0,3296,3160,53.7,22,3.167,5.0,0,0,0
885,3272207016,I like this tree,2020-04-08T17:52:14Z,Run,8552.3,2937,2820,62.9,26,3.033,4.8,0,0,0
886,3263312813,Happy monday,2020-04-06T17:31:29Z,Run,10001.4,3543,3510,64.8,17,2.849,5.7,0,0,0
887,3250119790,Big fat no,2020-04-03T16:02:22Z,Run,5072.9,1485,1480,23.0,18,3.428,5.0,0,0,0
888,3235016089,Afternoon Run,2020-03-30T15:17:51Z,Run,15207.8,5125,5081,105.4,17,2.993,5.1,0,0,0
889,3228663657,5k benchmark,2020-03-28T17:45:27Z,Run,5093.3,1499,1490,22.3,18,3.418,5.7,0,0,0
890,3221041910,#goldenhour,2020-03-26T17:27:26Z,Run,5463.9,1871,1856,39.8,16,2.944,4.8,0,0,0
891,3214047498,Aimless,2020-03-24T17:25:13Z,Run,12884.0,4271,4234,83.0,17,3.043,6.9,0,0,0
892,3207930393,Afternoon Run,2020-03-22T17:18:42Z,Run,7012.4,2232,2222,19.6,11,3.156,5.4,0,0,0
