,,name,start_date_local,type,distance,elapsed_time,moving_time,total_elevation_gain,kudos_count,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,time_of_day,average_split
x,45,Afternoon Run,2022-10-11,Run,7103.9,2531.0,2523.0,51.0,6.0,2.816,4.183,149.0,161.0,83.1,17:10:45,
x,46,Morning Weight Training,2022-10-11,WeightTraining,0.0,4224.0,4224.0,0.0,4.0,0.0,0.0,131.4,175.0,0.0,06:52:13,
x,47,3x10’ UT1,2022-10-10,Rowing,0.0,2045.0,2045.0,0.0,0.0,0.0,0.0,169.0,182.0,20.3,17:38:01,
x,48,Uppers,2022-10-10,WeightTraining,0.0,3713.0,3713.0,0.0,3.0,0.0,0.0,116.6,161.0,0.0,07:02:00,
x,49,Morning Run,2022-10-09,Run,12720.3,4505.0,4476.0,98.0,11.0,2.842,4.116,156.7,167.0,83.3,09:07:35,
x,50,UT2,2022-10-08,Rowing,0.0,3764.0,3764.0,0.0,0.0,0.0,0.0,153.7,161.0,20.2,17:20:51,
x,51,Lunch Weight Training,2022-10-08,WeightTraining,0.0,5563.0,5563.0,0.0,0.0,0.0,0.0,131.8,181.0,0.0,11:43:07,
x,52,Afternoon Run,2022-10-06,Run,7040.0,2089.0,2089.0,28.0,9.0,3.37,4.365,170.7,182.0,83.9,16:36:26,
x,53,Morning Weight Training,2022-10-06,WeightTraining,0.0,3569.0,3569.0,0.0,2.0,0.0,0.0,131.5,172.0,0.0,07:04:56,
x,54,UT2,2022-10-05,Rowing,0.0,3741.0,3741.0,0.0,0.0,0.0,0.0,152.7,165.0,20.1,17:39:19,
x,55,Uppers,2022-10-05,WeightTraining,0.0,3737.0,3737.0,0.0,5.0,0.0,0.0,124.2,166.0,0.0,07:20:39,
x,56,2x20’ UT1,2022-10-04,Rowing,0.0,2644.0,2644.0,0.0,0.0,0.0,0.0,170.7,187.0,20.3,17:50:09,
x,57,Morning Run,2022-10-04,Run,6809.8,2729.0,2703.0,30.0,9.0,2.519,3.569,146.6,160.0,83.3,07:30:20,
x,58,Lowers,2022-10-03,WeightTraining,0.0,4624.0,4624.0,0.0,5.0,0.0,0.0,135.9,180.0,0.0,18:27:47,
x,59,Afternoon Run,2022-10-02,Run,11133.5,3866.0,3864.0,76.0,8.0,2.881,3.772,157.1,167.0,82.5,13:07:39,
x,60,Morning Weight Training,2022-10-01,WeightTraining,0.0,4335.0,4335.0,0.0,2.0,0.0,0.0,139.9,176.0,0.0,10:45:00,
x,61,UT2,2022-09-30,Rowing,0.0,3514.0,3514.0,0.0,3.0,0.0,0.0,154.1,167.0,20.2,18:01:27,
x,62,Afternoon Run,2022-09-29,Run,7020.8,2130.0,2130.0,29.0,11.0,3.296,4.374,168.9,181.0,82.5,17:20:16,
x,63,Uppers,2022-09-29,WeightTraining,0.0,4052.0,4052.0,0.0,2.0,0.0,0.0,120.5,164.0,0.0,07:23:19,
x,64,UT2,2022-09-28,Rowing,0.0,3815.0,3815.0,0.0,6.0,0.0,0.0,154.4,162.0,20.1,18:33:54,
x,65,Lowers,2022-09-27,WeightTraining,0.0,4373.0,4373.0,0.0,3.0,0.0,0.0,135.6,180.0,0.0,17:59:06,
x,66,30@20,2022-09-26,Rowing,0.0,1823.0,1823.0,0.0,9.0,0.0,0.0,179.3,193.0,19.9,18:41:21,
x,67,Treadmill run,2022-09-26,Run,7934.2,2700.0,2700.0,0.0,5.0,2.939,3.149,143.1,153.0,80.3,06:02:25,
x,68,UT2,2022-09-25,Rowing,0.0,3248.0,3248.0,0.0,0.0,0.0,0.0,153.3,163.0,20.2,15:27:25,
x,69,Morning Weight Training,2022-09-25,WeightTraining,0.0,5485.0,5485.0,0.0,3.0,0.0,0.0,134.0,176.0,0.0,10:08:36,
x,70,Afternoon Run,2022-09-24,Run,10269.7,3431.0,3426.0,69.0,7.0,2.998,4.242,167.8,176.0,82.6,16:00:15,
x,71,UT2,2022-09-24,Rowing,0.0,3898.0,3898.0,0.0,0.0,0.0,0.0,154.7,164.0,20.1,12:10:12,
x,72,Morning Weight Training,2022-09-23,WeightTraining,0.0,3072.0,3072.0,0.0,3.0,0.0,0.0,122.6,165.0,0.0,06:12:30,
x,73,Afternoon Run,2022-09-22,Run,7021.3,2510.0,2507.0,28.0,6.0,2.801,3.871,154.7,162.0,81.1,17:09:24,
x,74,Lowers,2022-09-22,WeightTraining,0.0,3697.0,3697.0,0.0,2.0,0.0,0.0,140.6,183.0,0.0,07:38:09,
x,75,3x10’ UT1,2022-09-21,Rowing,0.0,2044.0,2044.0,0.0,0.0,0.0,0.0,173.3,187.0,20.1,18:57:37,
x,76,Full body,2022-09-20,WeightTraining,0.0,4015.0,4015.0,0.0,5.0,0.0,0.0,143.0,178.0,0.0,18:32:59,
x,77,Treadmill run,2022-09-20,Run,7125.8,2401.0,2401.0,0.0,6.0,2.968,3.113,148.9,156.0,81.5,06:10:02,
x,78,UT2,2022-09-19,Rowing,0.0,3847.0,3847.0,0.0,0.0,0.0,0.0,153.8,165.0,20.1,15:48:11,
x,79,Afternoon Run,2022-09-18,Run,7007.8,2408.0,2408.0,24.0,7.0,2.91,4.515,154.4,165.0,82.1,17:28:29,
x,80,Uppers,2022-09-18,WeightTraining,0.0,3944.0,3944.0,0.0,2.0,0.0,0.0,131.9,168.0,0.0,09:45:52,
x,81,CD,2022-09-17,Ride,0.0,902.0,902.0,0.0,0.0,0.0,0.0,140.7,155.0,0.0,18:11:57,
x,82,2x20’ UT1,2022-09-17,Rowing,0.0,2644.0,2644.0,0.0,0.0,0.0,0.0,170.7,189.0,20.2,17:24:05,
x,83,Lowers,2022-09-17,WeightTraining,0.0,4603.0,4603.0,0.0,2.0,0.0,0.0,142.9,184.0,0.0,09:58:58,
x,84,UT2,2022-09-15,Rowing,0.0,3583.0,3583.0,0.0,0.0,0.0,0.0,155.9,165.0,20.2,16:52:29,
x,85,Treadmill Run,2022-09-15,Run,6711.5,2401.0,2401.0,0.0,5.0,2.795,3.261,145.1,161.0,80.4,07:56:08,
x,86,Afternoon Weight Training,2022-09-14,WeightTraining,0.0,4954.0,4954.0,0.0,0.0,0.0,0.0,131.6,173.0,0.0,14:26:08,
x,87,Rainy bris walk,2022-09-13,Hike,7107.9,6096.0,5541.0,84.0,0.0,1.283,5.741,95.8,137.0,53.6,14:33:53,
x,88,UT2,2022-09-12,Rowing,0.0,3278.0,3278.0,0.0,0.0,0.0,0.0,153.3,165.0,20.2,17:43:30,
x,89,Uppers,2022-09-12,WeightTraining,0.0,3974.0,3974.0,0.0,0.0,0.0,0.0,122.5,160.0,0.0,08:46:47,
x,90,Lowers,2022-09-11,WeightTraining,0.0,4108.0,4108.0,0.0,0.0,0.0,0.0,125.4,175.0,0.0,16:20:49,
x,91,PUPPY YOGA,2022-09-11,Yoga,0.0,1525.0,1525.0,0.0,12.0,0.0,0.0,81.8,99.0,0.0,11:50:53,
x,92,20’ UT1,2022-09-10,Ride,0.0,1203.0,1203.0,0.0,0.0,0.0,0.0,167.6,185.0,0.0,16:59:23,
x,93,UT2,2022-09-10,Rowing,0.0,3187.0,3187.0,0.0,0.0,0.0,0.0,154.3,162.0,20.1,09:48:45,
x,94,Treadmill Run,2022-09-09,Run,5452.9,1951.0,1951.0,0.0,4.0,2.795,3.342,152.1,166.0,79.2,18:22:38,
x,95,Afternoon Weights,2022-09-09,WeightTraining,0.0,4402.0,4402.0,0.0,1.0,0.0,0.0,126.8,175.0,0.0,14:26:01,
x,96,UT2,2022-09-08,Rowing,0.0,1926.0,1926.0,0.0,0.0,0.0,0.0,150.1,162.0,20.6,08:10:30,
x,97,Low UT2,2022-09-07,Ride,0.0,1820.0,1820.0,0.0,0.0,0.0,0.0,146.7,155.0,0.0,17:57:03,
x,98,Treadmill Run,2022-09-07,Run,4854.7,1801.0,1801.0,0.0,3.0,2.696,3.126,142.5,149.0,78.6,17:25:27,
x,99,Uppers,2022-09-07,WeightTraining,0.0,3794.0,3794.0,0.0,0.0,0.0,0.0,118.7,158.0,0.0,08:52:15,
x,100,UT2,2022-09-06,Ride,0.0,3604.0,3604.0,0.0,0.0,0.0,0.0,154.9,168.0,0.0,16:55:20,
x,101,Lowers,2022-09-06,WeightTraining,0.0,5306.0,5306.0,0.0,0.0,0.0,0.0,133.3,179.0,0.0,08:56:40,
x,102,Afternoon Row,2022-09-05,Rowing,0.0,612.0,612.0,0.0,0.0,0.0,0.0,150.7,160.0,20.3,17:49:49,
x,103,UT2,2022-09-05,Ride,0.0,1801.0,1801.0,0.0,0.0,0.0,0.0,157.1,165.0,0.0,10:29:27,
x,104,Treadmill Run,2022-09-05,Run,4904.5,1870.0,1870.0,0.0,3.0,2.623,3.235,148.8,159.0,80.1,09:55:02,
x,105,20’ max,2022-09-04,Ride,0.0,1201.0,1201.0,0.0,0.0,0.0,0.0,172.3,189.0,0.0,18:06:23,
x,106,Morning Weight Training,2022-09-04,WeightTraining,0.0,4159.0,4159.0,0.0,0.0,0.0,0.0,127.1,171.0,0.0,09:46:34,
x,107,Treadmill Run,2022-09-03,Run,3205.4,1200.0,1200.0,0.0,3.0,2.671,3.19,147.6,163.0,80.0,09:51:39,
x,108,UT2,2022-09-03,Ride,0.0,3602.0,3602.0,0.0,0.0,0.0,0.0,154.5,168.0,0.0,08:46:47,
x,109,UT2,2022-09-02,Ride,0.0,3601.0,3601.0,0.0,0.0,0.0,0.0,154.2,167.0,0.0,17:10:50,
x,110,Treadmill run,2022-09-01,Run,2149.2,901.0,901.0,0.0,0.0,2.385,3.023,138.3,149.0,77.4,18:17:30,
x,111,UT2,2022-09-01,Ride,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,151.8,162.0,0.0,17:01:20,
x,112,Dog walk,2022-09-01,Hike,5549.7,4016.0,4001.0,44.0,0.0,1.387,7.826,100.3,117.0,56.2,09:45:36,
x,113,3x10’ @20 r2’,2022-08-31,Rowing,0.0,2046.0,2046.0,0.0,0.0,0.0,0.0,178.9,196.0,20.2,08:14:30,
x,114,Bike - pub lunch - bike,2022-08-30,Ride,41979.0,17422.0,9521.0,134.0,7.0,4.409,9.57,114.5,157.0,0.0,11:23:41,
x,115,Uppers,2022-08-30,WeightTraining,0.0,3969.0,3969.0,0.0,1.0,0.0,0.0,128.7,172.0,0.0,08:49:37,
x,116,UT2,2022-08-29,Rowing,0.0,3588.0,3588.0,0.0,0.0,0.0,0.0,153.7,166.0,20.2,16:34:02,
x,117,Dog walk,2022-08-29,Hike,7959.3,11149.0,6097.0,44.0,2.0,1.305,1.997,86.6,113.0,54.8,09:14:26,
x,118,Lunch Weight Training,2022-08-28,WeightTraining,0.0,4767.0,4767.0,0.0,4.0,0.0,0.0,142.2,182.0,0.0,12:26:33,
x,119,UT2,2022-08-20,Rowing,0.0,1804.0,1804.0,0.0,0.0,0.0,0.0,154.3,162.0,20.2,17:47:47,
x,120,UT2,2022-08-20,Ride,0.0,2100.0,2100.0,0.0,0.0,0.0,0.0,145.6,154.0,0.0,17:11:16,
x,121,Uppers,2022-08-20,WeightTraining,0.0,4506.0,4506.0,0.0,0.0,0.0,0.0,127.7,169.0,0.0,09:53:49,
x,122,UT2,2022-08-19,Rowing,0.0,3813.0,3813.0,0.0,0.0,0.0,0.0,152.1,163.0,20.1,15:05:43,
x,123,Lowers,2022-08-19,WeightTraining,0.0,4732.0,4732.0,0.0,0.0,0.0,0.0,131.8,178.0,0.0,10:31:15,
x,124,CD,2022-08-18,Ride,0.0,901.0,901.0,0.0,0.0,0.0,0.0,131.2,143.0,0.0,12:38:19,
x,125,30r20,2022-08-18,Rowing,0.0,1806.0,1806.0,0.0,0.0,0.0,0.0,175.7,192.0,20.2,12:01:54,
x,126,UT2,2022-08-17,Rowing,0.0,3609.0,3609.0,0.0,1.0,0.0,0.0,152.4,167.0,20.1,17:16:26,
x,127,Morning Weight Training,2022-08-17,WeightTraining,0.0,5519.0,5519.0,0.0,0.0,0.0,0.0,139.0,180.0,0.0,09:41:35,
x,128,Treadmill run,2022-08-16,Run,1369.7,601.0,601.0,0.0,3.0,2.279,2.894,127.1,141.0,75.8,15:59:35,
x,129,UT2 bike,2022-08-16,Ride,0.0,3782.0,3782.0,0.0,3.0,0.0,0.0,142.5,154.0,0.0,14:53:32,
x,130,2x10’ @24 r2’,2022-08-15,Rowing,0.0,1325.0,1325.0,0.0,3.0,0.0,0.0,177.4,194.0,24.1,17:08:18,
x,131,Uppers,2022-08-15,WeightTraining,0.0,4604.0,4604.0,0.0,2.0,0.0,0.0,131.9,170.0,0.0,09:53:34,
x,132,UT2,2022-08-14,Rowing,0.0,3661.0,3661.0,0.0,4.0,0.0,0.0,155.7,170.0,20.1,17:23:01,
x,133,Morning Weight Training,2022-08-14,WeightTraining,0.0,4107.0,4107.0,0.0,2.0,0.0,0.0,144.3,183.0,0.0,10:21:19,
x,134,UT2,2022-08-12,Rowing,0.0,3184.0,3184.0,0.0,3.0,0.0,0.0,156.3,168.0,20.1,09:53:37,
x,135,Morning Weight Training,2022-08-11,WeightTraining,0.0,5203.0,5203.0,0.0,6.0,0.0,0.0,131.8,173.0,0.0,09:49:17,
x,136,Canoeing,2022-08-10,Kayaking,5000.7,5835.0,3496.0,18.0,13.0,1.43,3.896,77.8,102.0,0.0,10:38:33,
x,137,UT2,2022-08-10,Rowing,0.0,2885.0,2885.0,0.0,5.0,0.0,0.0,156.6,168.0,20.1,08:12:03,
x,138,Fontaine and back,2022-08-08,Ride,22492.1,11860.0,5482.0,83.0,18.0,4.103,9.865,114.0,153.0,0.0,09:55:08,
x,139,Lowers,2022-08-07,WeightTraining,0.0,3737.0,3737.0,0.0,3.0,0.0,0.0,137.2,181.0,0.0,11:39:13,
x,140,Uppers,2022-08-06,WeightTraining,0.0,3617.0,3617.0,0.0,3.0,0.0,0.0,124.3,167.0,0.0,08:48:56,
x,141,WU + 2x10’ @24 r2’,2022-08-04,Rowing,0.0,1738.0,1738.0,0.0,6.0,0.0,0.0,169.0,193.0,23.4,17:33:16,
x,142,Morning Weight Training,2022-08-03,WeightTraining,0.0,3687.0,3687.0,0.0,6.0,0.0,0.0,142.8,182.0,0.0,09:41:22,
x,143,Evening Ride,2022-08-01,Ride,41501.6,9654.0,8699.0,70.0,10.0,4.771,9.714,112.8,157.0,0.0,18:04:07,
x,144,Morning Ride,2022-07-30,Ride,0.0,2442.0,2442.0,0.0,4.0,0.0,0.0,146.9,186.0,0.0,06:47:56,
x,145,Afternoon Weight Training,2022-07-29,WeightTraining,0.0,4596.0,4596.0,0.0,4.0,0.0,0.0,130.5,178.0,0.0,14:19:43,
x,146,Lunch Ride,2022-07-29,Ride,0.0,1201.0,1201.0,0.0,3.0,0.0,0.0,144.4,155.0,0.0,11:37:51,
x,147,UT2,2022-07-29,Rowing,0.0,2524.0,2524.0,0.0,5.0,0.0,0.0,151.9,161.0,20.1,10:53:53,
x,148,Afternoon Ride,2022-07-28,Ride,0.0,2701.0,2701.0,0.0,2.0,0.0,0.0,137.5,154.0,0.0,17:00:01,
x,149,Afternoon Weight Training,2022-07-28,WeightTraining,0.0,4921.0,4921.0,0.0,1.0,0.0,0.0,128.1,175.0,0.0,14:14:03,
x,150,Snowdon,2022-07-26,Hike,12179.7,18520.0,12473.0,774.0,20.0,0.976,3.039,107.5,167.0,53.6,10:13:41,
x,151,Afternoon Weight Training,2022-07-21,WeightTraining,0.0,3332.0,3332.0,0.0,8.0,0.0,0.0,132.9,172.0,0.0,14:32:28,
x,152,UT2,2022-07-21,Rowing,0.0,3724.0,3724.0,0.0,7.0,0.0,0.0,152.1,161.0,20.2,09:58:57,
x,153,Morning Run,2022-07-20,Run,8244.0,2647.0,2631.0,63.0,12.0,3.133,4.506,171.6,189.0,83.2,10:35:40,
x,154,Lunch Weight Training,2022-07-19,WeightTraining,0.0,4198.0,4198.0,0.0,7.0,0.0,0.0,118.8,169.0,0.0,12:46:50,
x,155,3x10’ r20 2’ rest,2022-07-18,Rowing,0.0,2044.0,2044.0,0.0,8.0,0.0,0.0,173.0,193.0,19.9,17:25:27,
x,156,UT2 Run,2022-07-18,Run,9638.1,3608.0,3600.0,14.0,12.0,2.677,3.605,154.5,166.0,82.7,06:46:02,
x,157,Morning Row,2022-07-17,Rowing,0.0,376.0,376.0,0.0,4.0,0.0,0.0,165.4,179.0,26.0,09:39:50,
x,158,Full body weights,2022-07-17,WeightTraining,0.0,4184.0,4184.0,0.0,6.0,0.0,0.0,139.2,177.0,0.0,08:27:37,
x,159,Afternoon Run,2022-07-16,Run,7028.2,2174.0,2174.0,16.0,14.0,3.233,4.356,166.5,184.0,82.7,17:37:56,
x,160,Morning Run,2022-07-13,Run,7422.5,2466.0,2465.0,48.0,13.0,3.011,4.13,154.1,173.0,83.8,07:33:48,
x,161,Afternoon Row,2022-07-10,Rowing,0.0,2402.0,2402.0,0.0,6.0,0.0,0.0,159.9,178.0,20.5,17:10:21,
x,162,Afternoon Weights,2022-07-10,WeightTraining,0.0,1815.0,1815.0,0.0,3.0,0.0,0.0,105.6,164.0,0.0,16:37:18,
x,163,Cool down ride,2022-07-09,Ride,0.0,1800.0,1800.0,0.0,4.0,0.0,0.0,135.1,149.0,0.0,12:41:39,
x,164,Progression run,2022-07-09,Run,7010.8,2065.0,2063.0,28.0,10.0,3.398,4.792,179.6,195.0,84.4,12:01:24,
x,165,Afternoon Weight Training,2022-07-08,WeightTraining,0.0,4478.0,4478.0,0.0,6.0,0.0,0.0,140.3,181.0,0.0,13:21:02,
x,166,Workout,2022-07-05,WeightTraining,0.0,3819.0,3819.0,0.0,4.0,0.0,0.0,131.5,172.0,0.0,09:39:30,
x,167,Afternoon Ride,2022-07-03,Ride,0.0,1200.0,1200.0,0.0,2.0,0.0,0.0,133.0,146.0,0.0,13:40:57,
x,168,Afternoon Run,2022-07-03,Run,6364.8,2147.0,2139.0,45.0,5.0,2.976,4.67,158.3,179.0,81.8,13:02:31,
x,169,Morning Run,2022-06-29,Run,7013.9,2378.0,2363.0,15.0,7.0,2.968,3.85,164.0,173.0,83.0,08:19:56,
x,170,Afternoon Row,2022-06-27,Rowing,0.0,1807.0,1807.0,0.0,2.0,0.0,0.0,153.5,165.0,20.2,15:43:56,
x,171,Afternoon Ride,2022-06-27,Ride,0.0,1801.0,1801.0,0.0,1.0,0.0,0.0,134.9,149.0,0.0,15:06:50,
x,172,S&C,2022-06-26,WeightTraining,0.0,3629.0,3629.0,0.0,3.0,0.0,0.0,118.5,164.0,0.0,17:56:53,
x,173,Lunch Run,2022-06-26,Run,7018.3,2324.0,2324.0,36.0,6.0,3.02,4.036,154.6,165.0,82.8,11:18:02,
x,174,HRR qualifiers 8+,2022-06-24,Rowing,2229.6,622.0,622.0,0.0,10.0,3.584,4.808,175.8,189.0,34.8,14:44:39,
x,175,Row up,2022-06-24,Rowing,3346.4,1220.0,1188.0,0.0,5.0,2.817,5.294,136.2,170.0,25.8,14:09:02,
x,176,Pre paddle,2022-06-24,Rowing,6086.9,2726.0,2314.0,0.0,10.0,2.63,5.639,131.9,170.0,25.0,10:18:07,
x,177,8+,2022-06-23,Rowing,5730.4,2540.0,1966.0,0.0,11.0,2.915,5.48,135.1,170.0,25.8,10:09:44,
x,178,8+,2022-06-22,Rowing,11197.0,5470.0,4131.0,9.7,8.0,2.71,5.398,135.2,178.0,25.8,16:09:45,
x,179,8+,2022-06-21,Rowing,14616.4,5914.0,5150.0,5.3,12.0,2.838,6.144,130.7,172.0,24.4,07:09:07,
x,180,8+,2022-06-20,Rowing,5698.6,3511.0,2875.0,0.0,7.0,1.982,5.33,106.9,170.0,24.5,15:12:31,
x,181,Mixed 8+,2022-06-20,Rowing,3255.5,922.0,922.0,0.0,9.0,3.531,5.102,148.9,169.0,21.4,14:03:10,
x,182,S&C,2022-06-20,WeightTraining,0.0,3348.0,3348.0,0.0,2.0,0.0,0.0,95.7,142.0,0.0,07:57:53,
x,183,HWR D4+ final,2022-06-19,Rowing,2220.8,767.0,690.0,0.0,13.0,3.219,5.053,166.6,188.0,30.1,15:05:04,
x,184,Row up,2022-06-19,Rowing,1920.9,819.0,801.0,0.0,6.0,2.398,4.942,154.7,172.0,25.1,14:33:44,
x,185,D4+ semi,2022-06-19,Rowing,2175.2,708.0,622.0,0.0,11.0,3.497,5.166,174.0,189.0,31.3,11:48:56,
x,186,Row up,2022-06-19,Rowing,2080.8,870.0,850.0,0.0,4.0,2.448,4.856,151.1,176.0,25.0,11:23:52,
x,187,D4+ quarter,2022-06-18,Rowing,2175.0,637.0,617.0,0.0,11.0,3.525,5.006,166.9,181.0,31.3,16:42:19,
x,188,D4+ row up,2022-06-18,Rowing,2060.3,1047.0,885.0,0.0,1.0,2.328,5.302,146.8,173.0,25.7,16:08:18,
x,189,HWR D4+ heat,2022-06-17,Rowing,2190.8,769.0,663.0,0.0,11.0,3.304,5.155,171.2,202.0,29.9,18:30:16,
x,190,4+ row up,2022-06-17,Rowing,2255.8,928.0,860.0,0.0,3.0,2.623,4.878,155.4,173.0,25.6,17:58:35,
x,191,HWR TT,2022-06-17,Rowing,2334.3,913.0,871.0,0.0,3.0,2.68,4.52,144.2,161.0,29.8,13:06:55,
x,192,Row to start,2022-06-17,Rowing,1697.7,719.0,678.0,0.0,2.0,2.504,4.872,147.3,175.0,25.0,12:38:33,
x,193,4+,2022-06-15,Rowing,8599.0,4537.0,3778.0,0.0,7.0,2.276,5.704,146.4,178.0,28.7,10:56:03,
x,194,S&C,2022-06-15,WeightTraining,0.0,3108.0,3108.0,0.0,1.0,0.0,0.0,111.0,149.0,0.0,07:57:06,
x,195,4+,2022-06-14,Rowing,7076.4,3663.0,3220.0,0.0,9.0,2.198,4.982,137.7,176.0,30.1,10:44:04,
x,196,1k erg,2022-06-13,Rowing,0.0,239.0,239.0,0.0,3.0,0.0,0.0,170.7,180.0,36.1,12:17:39,
x,197,4+,2022-06-13,Rowing,6415.4,2903.0,2573.0,0.0,6.0,2.493,5.364,145.4,183.0,28.1,11:00:38,
x,198,S&C,2022-06-13,WeightTraining,0.0,3259.0,3259.0,0.0,2.0,0.0,0.0,104.8,141.0,0.0,08:11:22,
x,199,RA 8+,2022-06-11,Rowing,1787.6,478.0,448.0,0.0,2.0,3.99,5.317,114.2,174.0,33.3,15:57:48,
x,200,Row up 8+,2022-06-11,Rowing,2169.6,1106.0,978.0,3.6,5.0,2.218,3.846,126.7,151.0,22.1,15:29:51,
x,201,RA final🏆,2022-06-11,Rowing,1555.0,369.0,353.0,0.0,7.0,4.405,5.391,116.6,185.0,35.2,13:17:15,
x,202,Row up,2022-06-11,Rowing,2560.4,1384.0,1259.0,0.0,3.0,2.034,3.636,135.6,156.0,22.0,12:26:36,
x,203,RA regatta,2022-06-11,Rowing,2327.4,727.0,712.0,0.0,2.0,3.269,5.323,159.9,184.0,28.9,11:27:17,
x,204,Row up,2022-06-11,Rowing,2988.8,1263.0,1241.0,0.0,2.0,2.408,4.449,144.8,167.0,22.7,10:27:03,
x,205,4+,2022-06-10,Rowing,6593.3,3370.0,2635.0,0.0,5.0,2.502,4.95,131.8,182.0,28.4,10:27:13,
x,206,S&C,2022-06-10,WeightTraining,0.0,3952.0,3952.0,0.0,2.0,0.0,0.0,101.1,156.0,0.0,06:55:50,
x,207,4+,2022-06-09,Rowing,6428.0,3160.0,2569.0,0.0,7.0,2.502,4.914,128.3,176.0,24.7,11:21:36,
x,208,4+,2022-06-09,Rowing,6828.7,4314.0,3323.0,0.0,5.0,2.055,4.996,117.5,171.0,24.4,08:57:33,
x,209,4+,2022-06-08,Rowing,13173.9,6302.0,5057.0,5.3,9.0,2.605,6.458,145.0,183.0,24.5,14:08:42,
x,210,S&C,2022-06-08,WeightTraining,0.0,4957.0,4957.0,0.0,2.0,0.0,0.0,107.3,162.0,0.0,07:00:40,
x,211,3x8’ r28-32 5’ rest,2022-06-07,Rowing,0.0,2050.0,2050.0,0.0,3.0,0.0,0.0,168.1,192.0,30.3,17:15:30,
x,212,4+,2022-06-07,Rowing,11815.7,4505.0,3983.0,4.5,7.0,2.967,4.818,143.1,175.0,22.0,08:16:36,
y,310,3x8’ r28-32 5’ rest,2022-06-07,Rowing,6080.0,1440.0,,,,4.222222222,,,,,,01:58.4
x,213,Afternoon Run,2022-06-06,Run,8453.4,2936.0,2904.0,76.0,8.0,2.911,3.819,153.0,167.0,82.4,17:03:35,
x,214,MET W8+ C final,2022-06-05,Rowing,2073.3,486.0,448.0,0.0,8.0,4.628,5.62,172.9,181.0,36.3,11:36:54,
x,215,Row up 8+,2022-06-05,Rowing,1741.9,831.0,776.0,0.0,2.0,2.245,4.814,118.1,153.0,25.5,11:04:27,
x,216,MET TT 8+,2022-06-05,Rowing,2043.9,452.0,452.0,0.0,4.0,4.522,5.289,130.9,150.0,35.2,09:22:39,
x,217,8+ row up,2022-06-05,Rowing,3541.0,1608.0,1433.0,0.0,7.0,2.471,4.982,114.7,139.0,23.2,08:46:38,
x,218,4+ A final,2022-06-04,Rowing,2054.6,522.0,522.0,0.0,8.0,3.936,4.71,179.5,186.0,34.3,18:21:21,
x,219,4+ row up,2022-06-04,Rowing,2847.2,1128.0,1073.0,0.0,1.0,2.653,5.336,155.4,174.0,24.5,17:41:21,
x,220,MET 4+ TT,2022-06-04,Rowing,2031.4,575.0,547.0,0.0,4.0,3.714,4.647,176.7,186.0,33.3,15:13:18,
x,221,MET warmup,2022-06-04,Rowing,3784.1,1762.0,1735.0,0.0,1.0,2.181,4.275,144.2,174.0,24.0,14:14:16,
x,222,4+,2022-06-03,Rowing,5685.1,2524.0,2242.0,5.2,10.0,2.536,4.937,123.2,164.0,23.7,07:09:18,
x,223,4+,2022-06-02,Rowing,10818.7,5038.0,4354.0,5.3,3.0,2.485,6.224,121.6,163.0,23.7,07:43:58,
x,224,4+,2022-06-01,Rowing,5967.6,2880.0,2245.0,0.0,6.0,2.658,4.988,135.0,181.0,25.7,15:29:21,
x,225,8+,2022-06-01,Rowing,9052.7,5174.0,4460.0,0.0,9.0,2.03,5.834,120.6,173.0,27.7,13:12:30,
x,226,S&C,2022-06-01,WeightTraining,0.0,3171.0,3171.0,0.0,0.0,0.0,0.0,113.3,158.0,0.0,07:03:00,
x,227,3x10’ r20 2’ rest,2022-05-31,Rowing,0.0,2045.0,2045.0,0.0,6.0,0.0,0.0,170.6,189.0,20.1,17:21:15,
x,228,8+,2022-05-31,Rowing,11721.3,4129.0,3810.0,8.4,12.0,3.076,4.949,138.7,181.0,23.6,06:57:38,
y,309,3x10’ r20 2’ rest,2022-05-31,Rowing,7290.0,1800.0,,,,4.05,,,,20.0,,02:03.4
x,229,UT2,2022-05-30,Rowing,0.0,3726.0,3726.0,0.0,7.0,0.0,0.0,149.4,160.0,20.1,16:56:58,
x,230,S&C,2022-05-30,WeightTraining,0.0,5264.0,5264.0,0.0,4.0,0.0,0.0,118.1,167.0,0.0,07:58:20,
y,349,UT2,2022-05-30,Rowing,13281.0,3690.0,,,,3.599186992,,,,20.0,,02:15.5
x,231,Afternoon Run,2022-05-29,Run,8735.3,3011.0,2917.0,69.0,10.0,2.995,5.025,153.6,168.0,82.4,17:33:53,
x,232,4+,2022-05-29,Rowing,11454.5,6309.0,4122.0,0.0,10.0,2.779,4.728,140.9,180.0,25.3,06:42:41,
y,395,,2022-05-29,Run,8730.0,2917.0,,,,2.992800823,,,,,,00:00.0
x,233,4+,2022-05-28,Rowing,13503.7,6066.0,4688.0,5.2,8.0,2.88,4.68,139.6,176.0,23.3,07:23:29,
x,234,UT2,2022-05-27,Rowing,0.0,3726.0,3726.0,0.0,4.0,0.0,0.0,153.6,163.0,20.0,17:07:05,
x,235,S&C,2022-05-27,WeightTraining,0.0,3032.0,3032.0,0.0,2.0,0.0,0.0,124.6,161.0,0.0,11:36:37,
