,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_cadence,elev_high,elev_low,workout_type
10,2,3x10’ UT1,0.0,2045,2045,0.0,Rowing,Rowing,8012902759,2022-10-24T16:28:01Z,2022-10-24T17:28:01Z,(GMT+00:00) WET,3600.0,,,,0,4,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,23,True,171.7,190.0,False,True,8573186705,8573186705,garmin_ping_244289084161,False,0,0,False,52284254,1,a8012902759,,2,20.3,,,
11,2,Morning Weight Training,0.0,4483,4483,0.0,WeightTraining,WeightTraining,8010707171,2022-10-24T05:49:05Z,2022-10-24T06:49:05Z,(GMT+01:00) Eire,3600.0,,,,0,4,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,27,True,113.8,161.0,False,True,8570690034,8570690034,garmin_ping_244230885480,False,0,0,False,52284254,1,a8010707171,,2,,,,
12,2,Treadmill Run,7373.8,2701,2701,0.0,Run,Run,8006188406,2022-10-23T09:38:35Z,2022-10-23T10:38:35Z,(GMT+01:00) Etc/GMT-1,3600.0,,,,0,5,0,1,0,True,False,False,False,everyone,False,,[],[],2.73,3.178,23,True,149.2,159.0,False,True,8565454624,8565454624,garmin_ping_244113234938,False,0,0,False,52284254,1,a8006188406,,2,80.9,,,0.0
13,2,UT2,0.0,3739,3739,0.0,Rowing,Rowing,8003343082,2022-10-22T16:54:59Z,2022-10-22T17:54:59Z,(GMT+00:00) WET,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,23,True,151.9,159.0,False,True,8562185461,8562185461,garmin_ping_244029328759,False,0,0,False,52284254,1,a8003343082,,2,20.2,,,
14,2,Threshold Run,8191.1,2700,2704,39.0,Run,Run,7995767601,2022-10-21T06:45:59Z,2022-10-21T07:45:59Z,(GMT+00:00) Europe/London,3600.0,,,,0,12,0,1,0,False,False,False,False,everyone,False,,"[51.72090349718928, -0.5832005850970745]","[51.72112511470914, -0.583385992795229]",3.034,5.138,18,True,163.3,180.0,False,True,8553625776,8553625776,garmin_ping_243840735975,False,0,0,False,52284254,1,a7995767601,wttzHbtqBLXRvA?DUZCV`@TfAbDLzACfBCv@@n@Ld@Gt@]vBELWb@UlA_@xAa@~B_@~AGd@AfCKz@Cj@FPB\HTFp@I`AJtEEb@Lb@@t@B^A~@Bv@GTk@t@e@^UZELCBeAr@YLSDK?}AEEGWGMKWGe@U}@k@m@e@]SaAw@k@q@KU[Q_@[QUWYm@SGOMk@eAeA_@g@a@o@{@gACUeAu@}AwBiCyCm@{@[WQYOKU[yAcAe@Ua@Wg@S]Qm@Qa@G{@[KCWKQ?_@Ka@EqBYeBs@o@c@c@QWWUOS_@IMk@[?ICGm@e@uAyAYSo@_@c@g@e@U_@c@_@WIKe@]W[iAu@IMe@]m@[IIGSCC[UYMyAgAYEy@g@w@_@QOUOcBy@cBo@cCw@S@KAg@Sg@W?DPL^JZ?\F`@Vn@Pd@RXPp@P\XtAx@RBDACDJL~@b@RF|@d@lAv@|@Zl@l@VNPDBAVH~@t@f@b@h@r@DJB@NENBFNZL`@Zf@l@d@`@PVz@t@`AhAL?j@NX`@Zn@r@n@|@\Z`@jAp@pAh@VDl@B^ALGH?PLZJb@?JBlA~@f@P`@XX^HRt@Z\VXZXRvArA^d@b@n@f@h@nAjBlApA\f@n@^`@`@fAvA`AbBh@XRb@V`@`@f@^l@PPt@b@\f@fAhARDfA`@~@?VJVALNj@Vh@Hr@C`@SVQf@[XWlA}AFu@CsBEGAKAaAOmCCaB@}@Ag@EYNkCLeAP{Cr@mEX{@\qBNc@Ho@Pm@He@F{BH_@Be@Ag@MqBCIGASD}@d@e@~@KNMHSDIDY^MBc@ZLELQDMHI`@SV_@Ha@JOvAk@J@Lo@?i@YkBEa@@QIw@Ss@Wo@q@wA_@m@EWOsAEy@Ak@Bw@Ga@_@}@I]DgAg@c@WKg@[UQO]s@e@KSo@u@]o@QSk@qA_AASCyAAeALe@E@IB?TR`@Df@@f@CvC]CD@P^hA\`@Vl@V`@D@RTP`@f@d@,2,84.2,171.6,159.6,0.0
15,2,Afternoon Weight Training,0.0,4282,4282,0.0,WeightTraining,WeightTraining,7993558498,2022-10-20T16:41:29Z,2022-10-20T17:41:29Z,(GMT+01:00) Eire,3600.0,,,,0,4,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,28,True,142.7,184.0,False,True,8551147531,8551147531,garmin_ping_243770920436,False,0,0,False,52284254,1,a7993558498,,2,,,,
16,2,UT2,0.0,3753,3753,0.0,Rowing,Rowing,7989050225,2022-10-19T17:37:08Z,2022-10-19T18:37:08Z,(GMT+01:00) Eire,3600.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,22,True,150.4,161.0,False,True,8546085070,8546085070,garmin_ping_243647810190,False,0,0,False,52284254,1,a7989050225,,2,20.1,,,
17,2,Afternoon Run,8515.0,3200,3313,65.0,Run,Run,7983388404,2022-10-18T16:28:03Z,2022-10-18T17:28:03Z,(GMT+00:00) Europe/London,3600.0,,,,0,8,0,1,0,False,False,False,False,everyone,False,,"[51.721106842160225, -0.5835790280252695]","[51.721102483570576, -0.5839552078396082]",2.661,4.508,18,True,151.6,166.0,False,True,8539717690,8539717690,garmin_ping_243508426875,False,0,0,False,52284254,1,a7983388404,}stzHnwqB^~BNd@Nv@NpCFhBGxCKdAOx@DFx@b@XD`@L\Th@TZCXLJ@^JNH^APR\F`@J^AnBkBZAP^j@xAZfABTA^Fb@Vl@f@tCt@lDL`@b@dAd@n@`@|@LN^bAb@~@Z`@jAzB\VZGf@m@b@o@RSTi@PUp@PPRx@PVTTp@Pv@Rj@`@l@RN|BxCXXz@dALJf@p@z@`BV\HFp@VZEPWR_@n@eBj@EJZFC@EGe@e@cAKa@[qCMm@Cy@@q@FaA@y@Io@?y@F{@FoCFcA@uC^eLeAEaA?SJcAZ[PIh@A|@|@dHdApAtAdADKAQHa@CQ?kBDcBNqB?o@FwBD_APcA?MSyCKq@Co@Q}@E}@FuBRmBASD_@@yAAK?U`@iJGcB?o@Ga@YkAIs@QYO}@Sy@e@iDSiD]mHEQA_@?mABc@`@mDEsAN{EAcDBaCWuCCo@DaBESBM@]AqA[}DCu@K}@MQUDUJM@QRGAm@YSCSJ[CGIKA_@HYAGBQ?UFKFQAKI]C[@WIWBWC?BE?GE[IM?SGI?MIe@O[CYDg@Em@SSMoAWa@OWSQSYIc@a@}@i@o@w@EIq@u@m@[cBTIAo@S]Sc@Q_AKg@KqBm@UE_@Kk@CQFU~@Iv@C~@Kz@OCEHq@`I?^YzBm@bDkBzHu@nDEpAGz@]bBM~@e@`CUh@g@bAOt@YV_@~@OTIf@GEaBh@e@H_@Lo@^G?Mf@QLUHa@BSAQXHNVVdBpAz@|@r@j@@DAHGBSB]Cy@HgAAi@@]HEDK@GZDz@L~@d@bBTd@|@fARp@Pz@T~AH`APrARlCd@lEPjDJx@t@~CLv@t@|C^v@NRf@YBM`@_@n@u@RKFQZ[ZWh@UHIRU^w@\Y`@STE@EJc@?o@Ge@Kk@Om@Ii@,2,81.5,169.4,149.2,
18,2,Morning Weight Training,0.0,4447,4447,0.0,WeightTraining,WeightTraining,7980652175,2022-10-18T05:50:29Z,2022-10-18T06:50:29Z,(GMT+00:00) WET,3600.0,,,,0,3,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,25,True,133.7,176.0,False,True,8536650280,8536650280,garmin_ping_243448714613,False,0,0,False,52284254,1,a7980652175,,2,,,,
19,2,30@20,0.0,1806,1806,0.0,Rowing,Rowing,7978100694,2022-10-17T16:39:36Z,2022-10-17T17:39:36Z,(GMT+00:00) Europe/Guernsey,3600.0,,,,0,9,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,24,True,181.9,196.0,False,True,8533765526,8533765526,garmin_ping_243372856956,False,0,0,False,52284254,1,a7978100694,,2,20.2,,,
20,2,Morning Weight Training,0.0,4203,4203,0.0,WeightTraining,WeightTraining,7975768685,2022-10-17T05:48:12Z,2022-10-17T06:48:12Z,(GMT+01:00) Etc/GMT-1,3600.0,,,,0,3,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,27,True,122.1,165.0,False,True,8531098372,8531098372,garmin_ping_243312864253,False,0,0,False,52284254,1,a7975768685,,2,,,,
21,2,Afternoon Run,8769.2,3471,3548,131.0,Run,Run,7972861566,2022-10-16T13:52:14Z,2022-10-16T14:52:14Z,(GMT+00:00) Europe/London,3600.0,,,,0,10,0,2,0,False,False,False,False,everyone,False,,"[51.72265539877117, -2.7078350074589252]","[51.72276687808335, -2.708123344928026]",2.526,3.662,21,True,152.0,166.0,False,True,8527653141,8527653141,garmin_ping_243225551849,False,0,0,False,52284254,1,a7972861566,ustzHjhpOVEVQt@YTKLM\MXUJMXkALWD[\aAVYz@y@^W~AkB`@YrAyAn@gAz@oBT_@d@_B`@gAl@kA\g@f@{@b@_A~@cAr@oAt@eB|@gAn@iAL?FRLx@Rt@Rr@Th@Hb@HXZd@x@bAHL@JKZY^Q^e@vBWpAG^En@Kf@Gj@UtAEh@Fx@XvAD^Dh@@rAI~@@`@I|@I`@Cb@Qv@MRm@JqBr@g@Ni@By@Hc@Lw@`@WDk@Dg@Ee@JcB~@qAvAg@x@Wz@Yj@Qr@g@h@S^c@fAOTIJ]TUZe@\u@v@u@bAS`@g@xBi@pA_@pAS\_@f@g@`AgAhCKZMPeAx@oAz@ONiAj@[XaAd@e@\_@Be@g@a@Qq@I_@@kAX_@@]Fy@FWFc@RaBnAg@ZkAZi@JwAN}@Lm@BWJc@FMFkAP_A@QFi@@OBQ?[DSNKBSEQ?_CVw@ASCUEQOAEAYJk@Bg@?kAEcBK{@A]Iu@?u@WsAS_BD{CIuCFcCJsALo@@iAJ]Z}C?i@LoABk@`@{CC}@DwCE_AHiAKmAFmCQ}AA{@BkAAg@Gi@E_AYkAe@_BY[KGQ^QrASf@aAtDE~@DlCEz@Ij@@r@IfCGf@@lAKbAQXeAZgBR[@gAAa@C_Ag@k@Ei@Vo@h@m@T[?e@Nq@Li@DSFkALSN[P?^DZJb@`@dARNb@Vp@LLTH|@DLFFRfAD\OVJ\PxBDx@?zCD\DtAChABh@Gj@@ZJ^Tb@dA~CLTJANJVGTQRSj@[PUrAcAd@k@^WTUhBeAN]VSPULINAHr@BpAb@nBHx@@f@Ff@PH\Gv@a@\K@j@Jz@N|C?t@SlBDJPTLDnADZA~@Ol@WZ_@VSF@TKXQVc@pAqB@CCIRQPYVm@Ra@DEFc@pA}DV_Ab@uAx@eBT_@d@gA@MPYXm@t@y@N_@n@iAVm@vAuBLKNUZSV]TGn@CFCn@y@Zm@f@kAx@w@DI,2,81.7,277.0,231.8,
22,2,10k UT2,0.0,2817,2817,0.0,Rowing,Rowing,7962376641,2022-10-14T15:03:05Z,2022-10-14T16:03:05Z,(GMT+00:00) WET,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,22,True,153.3,162.0,False,True,8514940541,8514940541,garmin_ping_242976434707,False,0,0,False,52284254,1,a7962376641,,2,20.0,,,
23,2,Morning Weight Training,0.0,4671,4671,0.0,WeightTraining,WeightTraining,7960316192,2022-10-14T05:54:13Z,2022-10-14T06:54:13Z,(GMT+01:00) Africa/Lagos,3600.0,,,,0,3,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,26,True,145.5,184.0,False,True,8512620093,8512620093,garmin_ping_242925257460,False,0,0,False,52284254,1,a7960316192,,2,,,,
24,2,UT2,0.0,3755,3755,0.0,Rowing,Rowing,7953783113,2022-10-12T18:34:06Z,2022-10-12T19:34:06Z,(GMT+01:00) Etc/GMT-1,3600.0,,,,0,4,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,22,True,153.9,164.0,False,True,8505250287,8505250287,garmin_ping_242738836697,False,0,0,False,52284254,1,a7953783113,,2,20.0,,,
25,2,Afternoon Run,7103.9,2523,2531,51.0,Run,Run,7947359106,2022-10-11T16:10:45Z,2022-10-11T17:10:45Z,(GMT+00:00) Europe/London,3600.0,,,,1,6,0,1,0,False,False,False,False,everyone,False,,"[51.720861084759235, -0.5831183586269617]","[51.721039451658726, -0.5836180038750172]",2.816,4.183,19,True,149.0,161.0,False,True,8498058655,8498058655,garmin_ping_242588425202,False,0,0,False,52284254,1,a7947359106,cvtzHzqqBpArDNp@Ph@\xBRjD@z@OvDGl@YnABHb@HRAv@X^Nd@LdA^VB~@LDADBTTd@Vb@FXMtA{AZGTZZ`AZl@RbALjAVvAtA|FZjA\x@r@`ATl@RNXd@j@lAp@fAn@nAXPZUZGx@aA^u@V_@p@TX\XAd@NLPRl@R~@LZLLt@hArBlCz@bAx@bAd@p@v@`BT\l@LNCt@kAd@sADE`@CD@HPH@Ea@Qg@I][oDKk@Es@?eAIcCC]?c@TcE@wADy@?cAJsBHkCAYNkD?[uCH{@Nq@RQZAb@AZHdAP|@`@nDTj@b@`@\f@d@^^DLJJeBDgBViFLmGFu@GoBOeAGu@?kAEo@?_ABi@NaB@y@Ic@Fw@FoCRoD?g@?eAIeBKw@Om@As@c@oBYiBOu@[_DIy@C_Bc@wECcA?}@F}@ZkCBkD?_@DgBBiGCgA@SK{AAiAMkCBcDQwBGeAOi@GCI?_@PU@a@F]?]SYPG?OUOGI?s@Lm@XGFe@Iq@Ak@I[?UIm@I}@AWCMGi@Ci@K[Oy@We@Yc@MMMQEUOgBoAg@g@U_@cA_Ac@KcAF}@CaAWi@QuB]]QoBq@YE[LQl@K|@MbCEDKEEHQ~CUdCm@lEe@bCUx@u@|CWz@_@nBY~@Ih@GdBGr@U^Ed@?VGb@Of@Qx@IjAFf@xAnBh@l@h@b@FNT^HFXFLTLbAH|@FbC?r@,2,83.1,169.4,150.8,0.0
26,2,Morning Weight Training,0.0,4224,4224,0.0,WeightTraining,WeightTraining,7944842437,2022-10-11T05:52:13Z,2022-10-11T06:52:13Z,(GMT+01:00) Africa/Douala,3600.0,,,,0,4,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,25,True,131.4,175.0,False,True,8495232136,8495232136,garmin_ping_242531572941,False,0,0,False,52284254,1,a7944842437,,2,,,,
27,2,3x10’ UT1,0.0,2045,2045,0.0,Rowing,Rowing,7942230222,2022-10-10T16:38:01Z,2022-10-10T17:38:01Z,(GMT+00:00) Atlantic/Faroe,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,22,True,169.0,182.0,False,True,8492304268,8492304268,garmin_ping_242455324958,False,0,0,False,52284254,1,a7942230222,,2,20.3,,,
28,2,Uppers,0.0,3713,3713,0.0,WeightTraining,WeightTraining,7939882987,2022-10-10T06:02:00Z,2022-10-10T07:02:00Z,(GMT+01:00) Etc/GMT-1,3600.0,,,,0,3,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,26,True,116.6,161.0,False,True,8489641681,8489641681,garmin_ping_242395953402,False,0,0,False,52284254,1,a7939882987,,2,,,,
