,id,name,start_date_local,type,distance,elapsed_time,moving_time,total_elevation_gain,kudos_count,average_speed,average_heartrate,max_heartrate,average_cadence
384,6646126130,5k prep,2022-02-07T17:16:19Z,Rowing,0.0,1512,1512,0,4,0.0,171.8,192.0,27.7
385,6643890235,S&C,2022-02-07T07:00:04Z,WeightTraining,0.0,3795,3795,0,3,0.0,117.2,165.0,0
386,6638636350,8+,2022-02-06T07:44:23Z,Rowing,10006.8,3866,3570,0.0,7,2.803,150.6,178.0,20.6
387,6633262184,COB fixture,2022-02-05T07:48:59Z,Rowing,8158.8,4429,2664,0.0,9,3.063,157.0,185.0,29.3
388,6630962836,UT2,2022-02-04T17:02:19Z,Ride,0.0,3601,3601,0,1,0.0,150.0,164.0,0
389,6628742172,S&C,2022-02-04T06:57:44Z,WeightTraining,0.0,3976,3976,0,4,0.0,128.4,170.0,0
390,6623829501,8+,2022-02-03T07:01:39Z,Rowing,5823.0,2761,2340,0.0,10,2.488,126.4,164.0,19.1
391,6620746345,8+,2022-02-02T14:35:56Z,Rowing,15368.2,5708,5149,9.7,13,2.985,148.8,179.0,21.9
392,6618776104,S&C,2022-02-02T07:00:07Z,WeightTraining,0.0,4512,4512,0,4,0.0,130.6,179.0,0
393,6615795868,3x10’,2022-02-01T17:09:23Z,Rowing,0.0,2049,2049,0,4,0.0,171.9,189.0,20.2
394,6613449662,4+,2022-02-01T07:03:16Z,Rowing,8730.6,3233,3131,5.1,12,2.788,146.9,177.0,21.4
395,6608692467,S&C,2022-01-31T06:56:22Z,WeightTraining,0.0,4578,4578,0,6,0.0,129.3,169.0,0
396,6599652257,Row back to quintin,2022-01-29T13:58:37Z,Rowing,4808.9,2300,2250,5.3,8,2.137,144.9,157.0,20.0
397,6599650988,Quintin head,2022-01-29T13:42:05Z,Rowing,4878.8,902,902,5.8,18,5.409,180.9,189.0,31.0
398,6598397375,Quintin pre paddle,2022-01-29T10:25:54Z,Rowing,4119.8,1559,1527,3.1,7,2.698,156.4,182.0,21.6
399,6593184389,S&C,2022-01-28T06:56:07Z,WeightTraining,0.0,4280,4280,0,4,0.0,129.6,165.0,0
400,6590589077,3x10’,2022-01-27T17:10:29Z,Rowing,0.0,2046,2046,0,6,0.0,174.7,189.0,20.3
401,6588307998,UT2,2022-01-27T07:08:26Z,Ride,0.0,3600,3600,0,3,0.0,143.9,161.0,0
402,6585080558,8+,2022-01-26T14:40:28Z,Rowing,9529.4,3810,3581,0.0,10,2.661,133.6,178.0,23.6
403,6583294172,S&C,2022-01-26T07:01:52Z,WeightTraining,0.0,4342,4342,0,3,0.0,138.9,182.0,0
404,6580310081,20r20,2022-01-25T17:16:18Z,Rowing,0.0,1209,1209,0,3,0.0,183.4,192.0,20.2
405,6575266785,UT2,2022-01-24T17:08:49Z,Ride,0.0,3610,3610,0,8,0.0,149.1,166.0,0
406,6572930961,S&C,2022-01-24T07:00:16Z,WeightTraining,0.0,4552,4552,0,8,0.0,126.9,172.0,0
407,6561689862,8+,2022-01-22T07:37:53Z,Rowing,11536.0,5306,4553,0.0,7,2.534,121.5,165.0,20.9
408,6559267735,10x1’ on 1’ off,2022-01-21T17:16:22Z,Rowing,0.0,1148,1148,0,7,0.0,168.6,184.0,24.0
409,6557075757,S&C,2022-01-21T06:55:37Z,WeightTraining,0.0,4205,4205,0,5,0.0,100.2,131.0,0
410,6554590731,2x20’,2022-01-20T17:11:50Z,Rowing,0.0,3000,3000,0,10,0.0,174.0,190.0,25.2
411,6552230179,UT2,2022-01-20T07:12:24Z,Rowing,0.0,3693,3693,0,6,0.0,154.2,161.0,20.0
412,6549049009,8+,2022-01-19T14:36:36Z,Rowing,13729.5,5039,4529,5.2,14,3.031,147.5,183.0,22.6
413,6547101458,S&C,2022-01-19T06:58:55Z,WeightTraining,0.0,4649,4649,0,3,0.0,132.2,163.0,0
414,6544454098,3x10’,2022-01-18T17:56:50Z,Rowing,0.0,2048,2048,0,7,0.0,170.7,184.0,20.5
415,6538744150,UT2,2022-01-17T16:21:10Z,Rowing,0.0,3612,3612,0,6,0.0,152.6,162.0,19.9
416,6536661555,S&C,2022-01-17T06:59:53Z,WeightTraining,0.0,4007,4007,0,5,0.0,119.8,159.0,0
417,6531085820,8+,2022-01-16T07:34:34Z,Rowing,16990.6,7033,5590,5.2,14,3.039,146.4,171.0,20.2
418,6525356336,8+,2022-01-15T07:33:43Z,Rowing,6780.8,3781,2897,0.0,10,2.341,120.9,159.0,19.8
419,6522961601,10x1’ on 1’ off,2022-01-14T17:12:49Z,Rowing,0.0,1151,1151,0,4,0.0,171.3,187.0,25.6
420,6520659529,S&C,2022-01-14T06:54:45Z,WeightTraining,0.0,3951,3951,0,2,0.0,109.6,140.0,0
421,6518129321,UT2,2022-01-13T17:07:04Z,Rowing,0.0,3632,3632,0,5,0.0,154.9,163.0,20.3
422,6512498650,8+,2022-01-12T14:55:20Z,Rowing,9211.4,4545,3541,0.0,7,2.601,119.2,154.0,18.4
423,6510435836,S&C,2022-01-12T07:02:56Z,WeightTraining,0.0,3854,3854,0,3,0.0,125.6,160.0,0
424,6507453248,2k,2022-01-11T17:20:21Z,Rowing,0.0,497,497,0,8,0.0,184.4,193.0,28.9
425,6500230400,S&C,2022-01-10T07:02:07Z,WeightTraining,0.0,3445,3445,0,3,0.0,129.2,153.0,0
426,6495140697,2x1k,2022-01-09T10:22:21Z,Rowing,0.0,832,832,0,6,0.0,151.4,183.0,29.1
427,6492151237,UT2,2022-01-08T16:03:21Z,Rowing,0.0,3601,3601,0,5,0.0,155.1,165.0,20.3
428,6491795903,S&C,2022-01-08T14:52:22Z,WeightTraining,0.0,4099,4099,0,2,0.0,132.6,173.0,0
429,6485690303,Lunch Run,2022-01-07T11:21:05Z,Run,6303.4,2179,2149,48.0,12,2.933,164.4,172.0,83.9
430,6482722092,3x2k,2022-01-06T17:41:33Z,Rowing,0.0,2172,2172,0,8,0.0,169.5,195.0,24.1
431,6477931630,UT2,2022-01-05T18:12:45Z,Rowing,0.0,3697,3697,0,5,0.0,155.5,165.0,20.1
432,6475189800,S&C,2022-01-05T07:40:35Z,WeightTraining,0.0,5233,5233,0,2,0.0,122.8,154.0,0
433,6470652740,Treadmill UT2,2022-01-04T10:45:14Z,Run,8850.6,3900,3900,0,5,2.269,149.8,161.0,74.9
434,6467818910,12x500 @24,2022-01-03T18:19:42Z,Rowing,0.0,3373,3373,0,1,0.0,156.3,188.0,24.1
435,6464857069,S&C,2022-01-03T08:13:44Z,WeightTraining,0.0,3507,3507,0,2,0.0,127.6,179.0,0
436,6462966822,UT2,2022-01-02T18:10:38Z,Rowing,0.0,3694,3694,0,7,0.0,156.2,164.0,20.0
437,6450077550,S&C,2021-12-31T08:37:11Z,WeightTraining,0.0,5111,5111,0,3,0.0,120.1,152.0,0
438,6441269369,S&C,2021-12-29T08:34:32Z,WeightTraining,0.0,5360,5360,0,7,0.0,130.6,179.0,0
439,6434806182,UT2,2021-12-27T17:59:58Z,Rowing,0.0,3696,3696,0,10,0.0,157.3,168.0,20.0
440,6432495368,S&C,2021-12-27T09:03:16Z,WeightTraining,0.0,3997,3997,0,6,0.0,125.9,174.0,0
441,6421889296,S&C,2021-12-24T10:29:00Z,WeightTraining,0.0,5092,5092,0,7,0.0,108.5,144.0,0
442,6419576098,8x500m,2021-12-23T18:01:23Z,Rowing,0.0,2176,2176,0,9,0.0,159.1,186.0,29.3
443,6417854808,Morning Run,2021-12-23T09:52:04Z,Run,7019.8,2718,2618,0.0,7,2.681,152.1,161.0,84.2
444,6415976039,UT2,2021-12-22T18:08:21Z,Rowing,0.0,3694,3694,0,3,0.0,158.7,169.0,20.2
445,6414012179,S&C,2021-12-22T08:43:38Z,WeightTraining,0.0,5354,5354,0,4,0.0,131.4,182.0,0
446,6409934139,UT2 bike,2021-12-21T09:36:20Z,Ride,0.0,3601,3601,0,1,0.0,145.8,159.0,0
447,6405845152,S&C,2021-12-20T07:48:37Z,WeightTraining,0.0,3834,3834,0,5,0.0,114.8,158.0,0
448,6404182200,UT2,2021-12-19T17:04:39Z,Rowing,0.0,3694,3694,0,2,0.0,158.6,166.0,20.0
449,6397249123,4+,2021-12-18T07:53:40Z,Rowing,8357.9,4301,3100,5.2,8,2.696,117.2,142.0,19.5
450,6395372037,3x1k,2021-12-17T17:18:00Z,Rowing,0.0,1415,1415,0,3,0.0,158.3,187.0,27.8
451,6393587964,S&C,2021-12-17T06:58:45Z,WeightTraining,0.0,3347,3347,0,2,0.0,112.2,140.0,0
452,6391573822,10x1’,2021-12-16T17:11:27Z,Rowing,0.0,1154,1154,0,2,0.0,161.2,177.0,25.8
453,6387356974,8+,2021-12-15T14:43:41Z,Rowing,11002.6,4032,3589,5.1,7,3.066,129.6,162.0,20.2
454,6385832098,S&C,2021-12-15T07:08:41Z,WeightTraining,0.0,3931,3931,0,3,0.0,121.6,173.0,0
455,6383676873,3x10’,2021-12-14T17:28:54Z,Rowing,0.0,2043,2043,0,4,0.0,169.3,186.0,20.2
456,6381740717,Morning Run,2021-12-14T08:10:57Z,Run,8036.2,2941,2872,96.0,11,2.798,150.8,166.0,84.2
457,6379146484,UT2,2021-12-13T15:14:44Z,Rowing,0.0,3701,3701,0,3,0.0,159.8,168.0,20.0
458,6377713575,S&C,2021-12-13T06:56:03Z,WeightTraining,0.0,4363,4363,0,2,0.0,127.3,171.0,0
459,6373358098,8+,2021-12-12T07:36:10Z,Rowing,10196.5,5425,3399,5.2,5,3.0,123.0,159.0,20.8
460,6369098266,8+,2021-12-11T07:43:35Z,Rowing,7745.6,4561,3876,0.0,6,1.998,108.4,143.0,20.5
461,6367162633,3x2k,2021-12-10T17:15:26Z,Rowing,0.0,2159,2159,0,1,0.0,162.9,189.0,24.0
462,6365457673,S&C,2021-12-10T06:53:25Z,WeightTraining,0.0,4578,4578,0,3,0.0,115.6,136.0,0
463,6359241636,8+,2021-12-08T14:45:55Z,Rowing,5659.2,5129,3046,0.0,7,1.858,124.9,153.0,18.7
464,6357521258,S&C,2021-12-08T07:07:45Z,WeightTraining,0.0,3617,3617,0,1,0.0,95.7,149.0,0
465,6355400027,30r20,2021-12-07T17:18:57Z,Rowing,0.0,1806,1806,0,3,0.0,182.2,193.0,20.3
466,6351073753,UT2,2021-12-06T15:43:12Z,Ride,0.0,3602,3602,0,2,0.0,143.4,161.0,0
467,6349454330,S&C,2021-12-06T06:54:59Z,WeightTraining,0.0,3390,3390,0,2,0.0,111.5,140.0,0
468,6341404751,Bristol Head,2021-12-04T10:46:02Z,Rowing,4168.0,1199,1199,3.3,8,3.476,121.9,138.0,26.6
469,6341404065,Row up,2021-12-04T08:21:25Z,Rowing,4270.5,1682,1639,5.2,5,2.606,147.7,173.0,19.3
470,6338855427,UT2,2021-12-03T16:57:33Z,Rowing,0.0,3696,3696,0,3,0.0,150.2,159.0,20.4
471,6337001570,S&C,2021-12-03T06:57:01Z,WeightTraining,0.0,3904,3904,0,2,0.0,116.2,143.0,0
472,6334804224,5k test,2021-12-02T17:20:58Z,Rowing,0.0,1213,1213,0,6,0.0,184.1,193.0,28.2
473,6330552628,2x,2021-12-01T14:41:27Z,Rowing,10769.8,4245,3807,8.5,6,2.829,137.1,163.0,20.6
474,6328816979,S&C,2021-12-01T06:58:25Z,WeightTraining,0.0,4196,4196,0,1,0.0,121.9,155.0,0
475,6326468832,5k prep,2021-11-30T17:17:04Z,Rowing,0.0,1521,1521,0,5,0.0,172.8,190.0,28.6
476,6324604629,Morning Run,2021-11-30T07:55:53Z,Run,8026.7,3103,2899,90.0,9,2.769,147.8,164.0,84.1
477,6322074624,UT2,2021-11-29T15:54:00Z,Rowing,0.0,3602,3602,0,1,0.0,157.7,168.0,20.1
478,6320525551,S&C,2021-11-29T07:07:20Z,WeightTraining,0.0,4376,4376,0,2,0.0,120.0,153.0,0
479,6314257679,UT2,2021-11-27T16:58:24Z,Rowing,0.0,3698,3698,0,2,0.0,152.1,161.0,20.2
480,6310082242,3x2k,2021-11-26T17:15:44Z,Rowing,0.0,2184,2184,0,3,0.0,164.9,192.0,23.6
481,6308429808,S&C,2021-11-26T06:56:06Z,WeightTraining,0.0,4957,4957,0,3,0.0,117.2,147.0,0
482,6306603285,12x1’ on 1’ off,2021-11-25T18:01:42Z,Rowing,0.0,1417,1417,0,0,0.0,165.0,184.0,29.8
483,6301725085,2x,2021-11-24T14:36:15Z,Rowing,13379.5,5988,4886,13.1,6,2.738,132.0,162.0,21.4
484,6299984565,S&C,2021-11-24T06:56:21Z,WeightTraining,0.0,4059,4059,0,4,0.0,125.5,157.0,0
485,6297572335,30r20,2021-11-23T17:18:09Z,Rowing,0.0,1822,1822,0,7,0.0,180.9,193.0,20.3
486,6295580467,Morning Run,2021-11-23T08:01:25Z,Run,8086.3,2995,2937,67.0,16,2.753,150.6,164.0,82.8
487,6292790913,UT2,2021-11-22T15:10:34Z,Rowing,0.0,3698,3698,0,4,0.0,151.5,160.0,20.1
488,6291296192,S&C,2021-11-22T06:53:59Z,WeightTraining,0.0,4500,4500,0,3,0.0,130.4,167.0,0
489,6286414355,2x,2021-11-21T07:19:10Z,Rowing,11438.3,4728,4222,5.2,5,2.709,130.8,154.0,19.5
490,6281733951,2x,2021-11-20T07:24:01Z,Rowing,8770.7,3923,3395,5.2,5,2.583,130.4,154.0,19.0
491,6279720493,3x1k,2021-11-19T17:17:12Z,Rowing,0.0,1419,1419,0,4,0.0,160.4,193.0,29.6
492,6277828357,S&C,2021-11-19T06:56:16Z,WeightTraining,0.0,4620,4620,0,4,0.0,123.4,167.0,0
493,6275544889,10x1’,2021-11-18T17:15:17Z,Rowing,0.0,1176,1176,0,4,0.0,161.0,178.0,22.8
494,6270898393,2-,2021-11-17T14:46:46Z,Rowing,11447.4,5985,5268,0.0,9,2.173,131.4,155.0,20.3
495,6269011200,S&C,2021-11-17T06:56:34Z,WeightTraining,0.0,4032,4032,0,4,0.0,127.4,165.0,0
496,6266605014,3x10’,2021-11-16T17:34:11Z,Rowing,0.0,2050,2050,0,2,0.0,173.5,192.0,20.6
497,6264397993,UT2,2021-11-16T07:10:47Z,Rowing,0.0,3696,3696,0,4,0.0,156.8,164.0,20.1
498,6260036552,S&C,2021-11-15T06:51:07Z,WeightTraining,0.0,5185,5185,0,2,0.0,126.7,156.0,0
499,6257123181,4x,2021-11-14T12:23:49Z,Rowing,13999.0,5958,4260,5.2,10,3.286,123.8,147.0,22.5
500,6251421068,Row back to quintin,2021-11-13T11:27:14Z,Rowing,7260.6,3672,3185,4.0,9,2.28,126.2,156.0,20.0
501,6251419166,Fours head 4+,2021-11-13T10:56:38Z,Rowing,7545.5,1710,1624,14.7,17,4.646,142.9,156.0,27.8
502,6248305146,3x2k,2021-11-12T17:17:03Z,Rowing,0.0,2186,2186,0,6,0.0,165.7,192.0,23.4
503,6246270195,S&C,2021-11-12T06:54:47Z,WeightTraining,0.0,4419,4419,0,2,0.0,115.3,138.0,0
504,6244068632,12x1’,2021-11-11T17:20:17Z,Rowing,0.0,1421,1421,0,5,0.0,169.2,187.0,28.8
505,6239075776,4+,2021-11-10T14:38:29Z,Rowing,13832.8,5821,4428,5.2,7,3.124,124.9,148.0,21.1
506,6237325236,S&C,2021-11-10T06:57:22Z,WeightTraining,0.0,4982,4982,0,6,0.0,124.9,161.0,0
507,6234757511,30r20,2021-11-09T17:21:29Z,Rowing,0.0,1811,1811,0,5,0.0,178.8,193.0,20.4
508,6232511778,Morning Run,2021-11-09T07:35:29Z,Run,7156.4,2766,2702,57.0,19,2.649,147.6,163.0,82.4
509,6229646783,UT2,2021-11-08T15:00:00Z,Rowing,0.0,3696,3696,0,1,0.0,154.6,167.0,20.2
510,6228135787,S&C,2021-11-08T06:53:30Z,WeightTraining,0.0,5301,5301,0,1,0.0,120.5,159.0,0
511,6215863473,2k,2021-11-05T17:29:43Z,Rowing,0.0,572,572,0,6,0.0,178.6,193.0,29.7
512,6213829121,S&C,2021-11-05T06:59:19Z,WeightTraining,0.0,3724,3724,0,1,0.0,119.2,154.0,0
513,6211175084,UT2,2021-11-04T15:22:36Z,Rowing,0.0,3097,3097,0,3,0.0,152.0,163.0,20.2
514,6206876436,2x,2021-11-03T15:37:09Z,Rowing,11040.8,4458,3817,2.4,12,2.893,120.2,141.0,19.7
515,6204894553,S&C,2021-11-03T06:54:24Z,WeightTraining,0.0,3121,3121,0,3,0.0,124.9,151.0,0
516,6202706777,2k prep,2021-11-02T18:14:42Z,Rowing,0.0,1486,1486,0,5,0.0,154.6,184.0,28.4
517,6200817804,Morning Run,2021-11-02T10:58:05Z,Run,7350.3,2581,2500,65.0,10,2.94,150.8,169.0,82.8
518,6197505709,S&C,2021-11-01T15:34:11Z,WeightTraining,0.0,2827,2827,0,1,0.0,118.8,150.0,0
519,6192691425,UTAH 8+,2021-10-31T13:30:18Z,Rowing,6652.2,3534,1868,0.0,10,3.561,128.3,151.0,26.0
520,6191656037,UTAH 4+,2021-10-31T10:31:55Z,Rowing,5647.1,3651,1834,0.0,6,3.079,123.9,145.0,24.2
521,6187024166,4+,2021-10-30T12:03:17Z,Rowing,11863.2,5093,3980,5.2,5,2.981,125.4,154.0,21.4
522,6184047660,UT2,2021-10-29T18:11:54Z,Rowing,0.0,3695,3695,0,4,0.0,153.5,163.0,20.1
523,6181747300,S&C,2021-10-29T06:51:39Z,WeightTraining,0.0,4483,4483,0,0,0.0,124.0,150.0,0
524,6179461608,3x2k,2021-10-28T17:19:28Z,Rowing,0.0,1831,1831,0,4,0.0,174.3,192.0,25.7
525,6177380414,Morning Run,2021-10-28T08:18:25Z,Run,8014.7,2779,2755,85.0,12,2.909,157.3,169.0,83.0
526,6174368890,8+,2021-10-27T14:27:58Z,Rowing,14845.5,6020,4761,0.0,13,3.118,129.4,166.0,20.4
527,6172551186,S&C,2021-10-27T06:55:15Z,WeightTraining,0.0,4531,4531,0,2,0.0,120.3,149.0,0
528,6170272711,2x15’,2021-10-26T18:19:15Z,Rowing,0.0,1909,1909,0,2,0.0,175.4,190.0,20.4
529,6164722295,UT2,2021-10-25T15:05:03Z,Rowing,0.0,3697,3697,0,5,0.0,155.1,163.0,20.1
530,6163174757,S&C,2021-10-25T06:53:16Z,WeightTraining,0.0,4337,4337,0,1,0.0,128.7,170.0,0
531,6161369135,Afternoon Run,2021-10-24T17:22:25Z,Run,8837.0,3224,3165,98.0,12,2.792,145.0,163.0,81.6
532,6152960407,2x,2021-10-23T07:34:38Z,Rowing,11613.2,4841,4589,5.2,7,2.531,124.0,152.0,19.8
533,6150806888,UT2,2021-10-22T17:05:07Z,Rowing,0.0,3698,3698,0,1,0.0,151.5,162.0,20.1
534,6148753484,S&C,2021-10-22T06:50:54Z,WeightTraining,0.0,4763,4763,0,5,0.0,122.5,154.0,0
535,6146607315,3x2k,2021-10-21T18:12:53Z,Rowing,0.0,1869,1869,0,8,0.0,173.3,192.0,25.4
536,6144539216,Morning Run,2021-10-21T09:12:18Z,Run,7333.7,2740,2701,61.0,15,2.715,152.3,166.0,83.6
537,6141468868,UT2,2021-10-20T15:48:00Z,Rowing,0.0,3697,3697,0,4,0.0,155.1,163.0,20.2
538,6139612292,S&C,2021-10-20T07:07:53Z,WeightTraining,0.0,3889,3889,0,4,0.0,125.9,171.0,0
539,6137205144,30r20,2021-10-19T18:23:19Z,Rowing,0.0,1815,1815,0,4,0.0,179.8,192.0,20.4
540,6134620285,4+,2021-10-19T07:09:04Z,Rowing,8250.6,3235,2994,5.1,9,2.756,123.6,158.0,18.8
541,6131572376,UT2,2021-10-18T15:06:23Z,Rowing,0.0,3697,3697,0,4,0.0,156.4,164.0,20.1
542,6130011667,S&C,2021-10-18T06:54:53Z,WeightTraining,0.0,4243,4243,0,7,0.0,132.5,157.0,0
543,6119471811,8+,2021-10-16T07:10:17Z,Rowing,11762.7,4664,4114,5.2,5,2.859,120.7,140.0,20.4
544,6117278946,UT2,2021-10-15T17:02:48Z,Rowing,0.0,3690,3690,0,4,0.0,156.0,162.0,20.2
545,6115160364,S&C,2021-10-15T06:52:19Z,WeightTraining,0.0,4545,4545,0,2,0.0,122.9,152.0,0
546,6113003947,3x10’ r20 r90s,2021-10-14T18:17:02Z,Rowing,0.0,2009,2009,0,4,0.0,173.9,190.0,20.5
547,6110525804,8+,2021-10-14T07:00:53Z,Rowing,8755.8,3641,3138,5.2,11,2.79,120.8,155.0,18.4
548,6107429437,4+,2021-10-13T14:40:36Z,Rowing,8156.1,3827,3089,0.0,6,2.64,126.3,157.0,17.8
549,6105680616,S&C,2021-10-13T07:00:09Z,WeightTraining,0.0,4070,4070,0,2,0.0,128.7,174.0,0
550,6100705416,Water session replacement,2021-10-12T08:06:19Z,Run,8112.3,2607,2589,66.0,7,3.133,162.5,171.0,83.5
551,6097714842,UT2,2021-10-11T15:49:23Z,Rowing,0.0,3698,3698,0,0,0.0,152.6,161.0,20.2
552,6095901042,S&C,2021-10-11T06:55:02Z,WeightTraining,0.0,4305,4305,0,2,0.0,142.8,178.0,0
553,6092911434,LTR run,2021-10-10T14:30:43Z,Run,2169.1,843,821,16.0,2,2.642,146.4,164.0,82.9
554,6092494063,LTR run,2021-10-10T13:39:52Z,Run,2963.2,1137,1085,26.0,4,2.731,151.5,173.0,81.7
555,6088487807,60’ easy,2021-10-09T17:28:03Z,Run,10047.5,3656,3602,104.0,9,2.789,147.9,161.0,82.8
556,6085125547,4+,2021-10-09T07:11:18Z,Rowing,5088.5,2816,2521,0.0,4,2.018,114.5,150.0,19.9
557,6082860124,3x2k,2021-10-08T17:17:43Z,Rowing,0.0,1770,1770,0,1,0.0,175.3,191.0,22.1
558,6080719915,S&C,2021-10-08T06:50:58Z,WeightTraining,0.0,5592,5592,0,1,0.0,131.3,169.0,0
559,6078512227,UT2,2021-10-07T18:06:48Z,Rowing,0.0,3726,3726,0,4,0.0,161.5,175.0,20.1
560,6075791326,4+,2021-10-07T07:03:32Z,Rowing,6001.1,2991,2818,0.0,5,2.13,119.0,149.0,18.9
561,6072630057,8+ 😮,2021-10-06T14:37:25Z,Rowing,7552.5,4062,3574,0.0,8,2.113,118.1,141.0,18.7
562,6070797004,S&C,2021-10-06T06:52:50Z,WeightTraining,0.0,4283,4283,0,2,0.0,124.8,158.0,0
563,6068389712,30r20,2021-10-05T18:32:47Z,Rowing,0.0,1753,1753,0,4,0.0,184.0,193.0,20.3
564,6065666908,4x,2021-10-05T07:04:08Z,Rowing,4474.4,2875,2605,0.0,1,1.718,122.6,153.0,18.9
565,6063091806,Afternoon Run,2021-10-04T16:57:32Z,Run,10434.4,3448,3426,75.0,1,3.046,162.9,183.0,83.8
566,6060991486,Return to UBBC,2021-10-04T06:48:47Z,WeightTraining,0.0,4568,4568,0,8,0.0,149.3,178.0,0
567,6051657730,Lunch Activity,2021-10-02T11:21:31Z,WeightTraining,0.0,4039,4039,0,0,0.0,109.9,134.0,0
568,6041303361,Morning Run,2021-09-30T07:25:14Z,Run,5036.6,1924,1920,57.0,0,2.623,151.7,163.0,82.5
569,6038404804,Afternoon Activity,2021-09-29T16:39:04Z,Rowing,0.0,1788,1788,0,0,0.0,171.7,188.0,22.3
570,6036451470,Morning Activity,2021-09-29T07:37:06Z,WeightTraining,0.0,3921,3921,0,0,0.0,138.2,174.0,0
571,6033351573,Afternoon Run,2021-09-28T16:53:54Z,Run,6324.7,2289,2278,96.0,0,2.776,155.5,176.0,83.0
572,6031074478,Morning Activity,2021-09-28T07:38:05Z,Rowing,0.0,3096,3096,0,0,0.0,160.3,171.0,19.9
573,6028221499,Afternoon Run,2021-09-27T17:03:19Z,Run,8396.9,2708,2701,62.0,0,3.109,166.7,184.0,83.1
574,6026265431,Morning Activity,2021-09-27T08:00:52Z,WeightTraining,0.0,3729,3729,0,0,0.0,124.3,152.0,0
575,6015199139,Morning Activity,2021-09-25T09:02:12Z,WeightTraining,0.0,4575,4575,0,0,0.0,129.7,175.0,0
576,6012489587,Afternoon Activity,2021-09-24T17:42:05Z,Rowing,0.0,2558,2558,0,0,0.0,157.4,169.0,19.9
577,6010433507,Morning Run,2021-09-24T09:38:01Z,Run,6010.2,2341,1979,51.0,0,3.037,169.5,181.0,82.4
578,6001135837,Weights,2021-09-22T13:14:04Z,WeightTraining,0.0,3696,3696,0,0,0.0,128.6,172.0,0
579,5970029106,Afternoon Run,2021-09-16T15:49:26Z,Run,5006.9,2020,1716,112.0,6,2.918,160.5,178.0,83.0
580,5963257215,Legs,2021-09-15T09:33:37Z,WeightTraining,0.0,4445,4445,0,0,0.0,115.4,155.0,0
581,5960139774,Afternoon Ride,2021-09-14T17:46:37Z,Ride,0.0,3603,3603,0,0,0.0,146.4,160.0,0
582,5957837361,Morning Run,2021-09-14T10:22:37Z,Run,8034.3,2703,2657,66.0,8,3.024,164.0,180.0,83.5
583,5952292832,Uppers,2021-09-13T07:58:05Z,WeightTraining,0.0,3557,3557,0,1,0.0,121.4,149.0,0
584,5949843171,Afternoon Run,2021-09-12T17:05:16Z,Run,8099.8,2840,2792,94.0,7,2.901,158.9,176.0,82.7
585,5936242057,Full body,2021-09-10T10:08:16Z,WeightTraining,0.0,3944,3944,0,1,0.0,97.4,140.0,0
586,5933557855,Evening Run,2021-09-09T19:03:28Z,Run,5738.4,1983,1971,45.0,12,2.911,152.8,166.0,83.3
587,5925130710,Lowers,2021-09-08T07:48:02Z,WeightTraining,0.0,3870,3870,0,1,0.0,135.9,168.0,0
588,5919261607,Morning Swim,2021-09-07T07:35:47Z,Swim,2950.0,3315,3060,0,10,0.964,150.9,173.0,0
589,5916416892,Afternoon Ride,2021-09-06T17:26:59Z,Ride,0.0,3604,3604,0,0,0.0,139.3,154.0,0
590,5914023206,Uppers,2021-09-06T08:28:48Z,WeightTraining,0.0,3870,3870,0,2,0.0,118.4,146.0,0
591,5909557339,Lunch Run,2021-09-05T11:31:02Z,Run,18106.2,5949,5948,64.0,20,3.044,169.4,180.0,85.0
592,5902842030,Full body,2021-09-04T10:22:41Z,WeightTraining,0.0,3535,3535,0,4,0.0,125.0,164.0,0
593,5897233161,Chichester plod,2021-09-03T07:47:37Z,Run,8135.1,3250,2742,39.0,13,2.967,156.9,174.0,84.4
594,5887352825,Lunch Run,2021-09-01T12:16:24Z,Run,6809.5,2243,2243,16.0,13,3.036,161.5,170.0,84.3
595,5876408579,Bank holiday long run,2021-08-30T10:49:39Z,Run,16194.2,5060,5054,32.0,18,3.204,172.6,182.0,84.8
596,5867788811,Short and sharp,2021-08-28T17:41:14Z,Run,4260.5,1143,1143,6.0,9,3.727,157.2,195.0,84.6
597,5860542431,Morning Run,2021-08-27T10:35:24Z,Run,8128.2,2694,2654,92.0,11,3.063,168.8,180.0,84.0
598,5857957916,Rowing,2021-08-26T18:21:35Z,Rowing,7006.8,4148,2647,0.0,7,2.647,132.0,168.0,21.3
599,5840951169,Afternoon Run,2021-08-23T17:41:31Z,Run,16136.3,5239,5207,143.0,16,3.099,168.6,179.0,84.5
600,5833214803,Morning Ride,2021-08-22T09:49:01Z,Ride,0.0,3746,3746,0,0,0.0,123.8,146.0,0
601,5826994239,Morning Run,2021-08-21T08:20:42Z,Run,6863.0,2539,2527,27.0,5,2.716,151.7,162.0,84.1
602,5824709663,2x15’ erg,2021-08-20T18:22:28Z,Rowing,0.0,1930,1930,0,3,0.0,158.5,170.0,19.8
603,5823193895,Legs,2021-08-20T12:15:10Z,WeightTraining,0.0,4783,4783,0,1,0.0,126.5,175.0,0
604,5817437015,Morning Ride,2021-08-19T10:48:01Z,Ride,0.0,4500,4500,0,2,0.0,147.0,161.0,0
605,5811449118,Uppers,2021-08-18T08:51:51Z,WeightTraining,0.0,3935,3935,0,2,0.0,108.7,146.0,0
